Bill_ID,Consumer_ID,Billing_Month,Units,Amount,Due_Date,Payment_Status,Arrear_Amount
BL0005774,CON00482,February 2025,502,3765.0,2025-02-21,Paid,0.0
BL0005775,CON00482,March 2025,632,4740.0,2025-03-24,Paid,0.0
BL0005776,CON00482,April 2025,412,3090.0,2025-04-24,Unpaid,3090.0
BL0005777,CON00482,May 2025,616,4620.0,2025-05-25,Paid,0.0
BL0005778,CON00482,June 2025,739,5542.5,2025-06-25,Paid,0.0
BL0005779,CON00482,July 2025,753,5647.5,2025-07-26,Paid,0.0
BL0005780,CON00482,August 2025,507,3802.5,2025-08-26,Paid,0.0
BL0005781,CON00482,September 2025,536,4020.0,2025-09-26,Paid,0.0
BL0005782,CON00482,October 2025,685,5137.5,2025-10-27,Unpaid,5137.5
BL0005783,CON00482,November 2025,689,5167.5,2025-11-27,Paid,0.0
BL0005784,CON00482,December 2025,236,1770.0,2025-12-28,Paid,0.0
BL0005785,CON00483,January 2025,170,765.0,2025-01-21,Paid,0.0
BL0005786,CON00483,February 2025,171,769.5,2025-02-21,Paid,0.0
BL0005787,CON00483,March 2025,190,855.0,2025-03-24,Paid,0.0
BL0005788,CON00483,April 2025,113,508.5,2025-04-24,Paid,0.0
BL0005789,CON00483,May 2025,155,697.5,2025-05-25,Paid,0.0
BL0005790,CON00483,June 2025,172,774.0,2025-06-25,Paid,0.0
BL0005791,CON00483,July 2025,201,904.5,2025-07-26,Paid,0.0
BL0005792,CON00483,August 2025,129,580.5,2025-08-26,Paid,0.0
BL0005793,CON00483,September 2025,97,436.5,2025-09-26,Paid,0.0
BL0005794,CON00483,October 2025,178,801.0,2025-10-27,Paid,0.0
BL0005795,CON00483,November 2025,153,688.5,2025-11-27,Paid,0.0
BL0005796,CON00483,December 2025,121,544.5,2025-12-28,Paid,0.0
BL0005797,CON00484,January 2025,526,3945.0,2025-01-21,Paid,0.0
BL0005798,CON00484,February 2025,644,4830.0,2025-02-21,Paid,0.0
BL0005799,CON00484,March 2025,379,2842.5,2025-03-24,Paid,0.0
BL0005800,CON00484,April 2025,659,4942.5,2025-04-24,Paid,0.0
BL0005801,CON00484,May 2025,453,3397.5,2025-05-25,Unpaid,3397.5
BL0005802,CON00484,June 2025,366,2745.0,2025-06-25,Paid,0.0
BL0005803,CON00484,July 2025,608,4560.0,2025-07-26,Paid,0.0
BL0005804,CON00484,August 2025,499,3742.5,2025-08-26,Paid,0.0
BL0005805,CON00484,September 2025,538,4035.0,2025-09-26,Paid,0.0
BL0005806,CON00484,October 2025,581,4357.5,2025-10-27,Unpaid,4357.5
BL0005807,CON00484,November 2025,645,4837.5,2025-11-27,Paid,0.0
BL0005808,CON00484,December 2025,635,4762.5,2025-12-28,Paid,0.0
BL0005809,CON00485,January 2025,110,495.0,2025-01-21,Unpaid,495.0
BL0005810,CON00485,February 2025,157,706.5,2025-02-21,Paid,0.0
BL0005811,CON00485,March 2025,74,333.0,2025-03-24,Paid,0.0
BL0005812,CON00485,April 2025,110,495.0,2025-04-24,Paid,0.0
BL0005813,CON00485,May 2025,115,517.5,2025-05-25,Unpaid,517.5
BL0005814,CON00485,June 2025,118,531.0,2025-06-25,Paid,0.0
BL0005815,CON00485,July 2025,118,531.0,2025-07-26,Paid,0.0
BL0005816,CON00485,August 2025,131,589.5,2025-08-26,Paid,0.0
BL0005817,CON00485,September 2025,119,535.5,2025-09-26,Paid,0.0
BL0005818,CON00485,October 2025,143,643.5,2025-10-27,Paid,0.0
BL0005819,CON00485,November 2025,120,540.0,2025-11-27,Paid,0.0
BL0005820,CON00485,December 2025,161,724.5,2025-12-28,Paid,0.0
BL0005821,CON00486,January 2025,4484,42598.0,2025-01-21,Paid,0.0
BL0005822,CON00486,February 2025,4089,38845.5,2025-02-21,Paid,0.0
BL0005823,CON00486,March 2025,4552,43244.0,2025-03-24,Paid,0.0
BL0005824,CON00486,April 2025,3318,31521.0,2025-04-24,Paid,0.0
BL0005825,CON00486,May 2025,4626,43947.0,2025-05-25,Paid,0.0
BL0005826,CON00486,June 2025,3553,33753.5,2025-06-25,Paid,0.0
BL0005827,CON00486,July 2025,3002,28519.0,2025-07-26,Paid,0.0
BL0005828,CON00486,August 2025,4597,43671.5,2025-08-26,Paid,0.0
BL0005829,CON00486,September 2025,3711,35254.5,2025-09-26,Unpaid,35254.5
BL0005830,CON00486,October 2025,4010,38095.0,2025-10-27,Unpaid,38095.0
BL0005831,CON00486,November 2025,2778,26391.0,2025-11-27,Paid,0.0
BL0005832,CON00486,December 2025,4794,45543.0,2025-12-28,Paid,0.0
BL0005833,CON00487,January 2025,102,459.0,2025-01-21,Paid,0.0
BL0005834,CON00487,February 2025,120,540.0,2025-02-21,Paid,0.0
BL0005835,CON00487,March 2025,145,652.5,2025-03-24,Unpaid,652.5
BL0005836,CON00487,April 2025,206,927.0,2025-04-24,Paid,0.0
BL0005837,CON00487,May 2025,152,684.0,2025-05-25,Paid,0.0
BL0005838,CON00487,June 2025,142,639.0,2025-06-25,Paid,0.0
BL0005839,CON00487,July 2025,178,801.0,2025-07-26,Paid,0.0
BL0005840,CON00487,August 2025,161,724.5,2025-08-26,Paid,0.0
BL0005841,CON00487,September 2025,155,697.5,2025-09-26,Unpaid,697.5
BL0005842,CON00487,October 2025,147,661.5,2025-10-27,Paid,0.0
BL0005843,CON00487,November 2025,207,931.5,2025-11-27,Paid,0.0
BL0005844,CON00487,December 2025,144,648.0,2025-12-28,Paid,0.0
BL0005845,CON00488,January 2025,113,508.5,2025-01-21,Paid,0.0
BL0005846,CON00488,February 2025,138,621.0,2025-02-21,Paid,0.0
BL0005847,CON00488,March 2025,141,634.5,2025-03-24,Paid,0.0
BL0005848,CON00488,April 2025,137,616.5,2025-04-24,Paid,0.0
BL0005849,CON00488,May 2025,117,526.5,2025-05-25,Paid,0.0
BL0005850,CON00488,June 2025,146,657.0,2025-06-25,Paid,0.0
BL0005851,CON00488,July 2025,108,486.0,2025-07-26,Paid,0.0
BL0005852,CON00488,August 2025,126,567.0,2025-08-26,Paid,0.0
BL0005853,CON00488,September 2025,173,778.5,2025-09-26,Unpaid,778.5
BL0005854,CON00488,October 2025,156,702.0,2025-10-27,Paid,0.0
BL0005855,CON00488,November 2025,116,522.0,2025-11-27,Paid,0.0
BL0005856,CON00488,December 2025,144,648.0,2025-12-28,Paid,0.0
BL0005857,CON00489,January 2025,58,29.0,2025-01-21,Paid,0.0
BL0005858,CON00489,February 2025,42,21.0,2025-02-21,Paid,0.0
BL0005859,CON00489,March 2025,52,26.0,2025-03-24,Unpaid,26.0
BL0005860,CON00489,April 2025,54,27.0,2025-04-24,Paid,0.0
BL0005861,CON00489,May 2025,43,21.5,2025-05-25,Paid,0.0
BL0005862,CON00489,June 2025,63,31.5,2025-06-25,Paid,0.0
BL0005863,CON00489,July 2025,58,29.0,2025-07-26,Unpaid,29.0
BL0005864,CON00489,August 2025,36,18.0,2025-08-26,Paid,0.0
BL0005865,CON00489,September 2025,51,25.5,2025-09-26,Paid,0.0
BL0005866,CON00489,October 2025,20,10.0,2025-10-27,Paid,0.0
BL0005867,CON00489,November 2025,63,31.5,2025-11-27,Paid,0.0
BL0005868,CON00489,December 2025,44,22.0,2025-12-28,Paid,0.0
BL0005869,CON00490,January 2025,3244,30818.0,2025-01-21,Paid,0.0
BL0005870,CON00490,February 2025,3944,37468.0,2025-02-21,Paid,0.0
BL0005871,CON00490,March 2025,3170,30115.0,2025-03-24,Paid,0.0
BL0005872,CON00490,April 2025,3315,31492.5,2025-04-24,Paid,0.0
BL0005873,CON00490,May 2025,4880,46360.0,2025-05-25,Unpaid,46360.0
BL0005874,CON00490,June 2025,4732,44954.0,2025-06-25,Paid,0.0
BL0005875,CON00490,July 2025,2988,28386.0,2025-07-26,Unpaid,28386.0
BL0005876,CON00490,August 2025,4243,40308.5,2025-08-26,Paid,0.0
BL0005877,CON00490,September 2025,3254,30913.0,2025-09-26,Paid,0.0
BL0005878,CON00490,October 2025,2570,24415.0,2025-10-27,Paid,0.0
BL0005879,CON00490,November 2025,4122,39159.0,2025-11-27,Paid,0.0
BL0005880,CON00490,December 2025,3713,35273.5,2025-12-28,Paid,0.0
BL0005881,CON00491,January 2025,117,526.5,2025-01-21,Paid,0.0
BL0005882,CON00491,February 2025,110,495.0,2025-02-21,Paid,0.0
BL0005883,CON00491,March 2025,133,598.5,2025-03-24,Paid,0.0
BL0005884,CON00491,April 2025,181,814.5,2025-04-24,Paid,0.0
BL0005885,CON00491,May 2025,180,810.0,2025-05-25,Paid,0.0
BL0005886,CON00491,June 2025,54,243.0,2025-06-25,Paid,0.0
BL0005887,CON00491,July 2025,39,175.5,2025-07-26,Paid,0.0
BL0005888,CON00491,August 2025,31,139.5,2025-08-26,Paid,0.0
BL0005889,CON00491,September 2025,41,184.5,2025-09-26,Paid,0.0
BL0005890,CON00491,October 2025,28,126.0,2025-10-27,Paid,0.0
BL0005891,CON00491,November 2025,31,139.5,2025-11-27,Paid,0.0
BL0005892,CON00491,December 2025,42,189.0,2025-12-28,Paid,0.0
BL0005893,CON00492,January 2025,805,6037.5,2025-01-21,Unpaid,6037.5
BL0005894,CON00492,February 2025,621,4657.5,2025-02-21,Paid,0.0
BL0005895,CON00492,March 2025,685,5137.5,2025-03-24,Paid,0.0
BL0005896,CON00492,April 2025,684,5130.0,2025-04-24,Paid,0.0
BL0005897,CON00492,May 2025,625,4687.5,2025-05-25,Paid,0.0
BL0005898,CON00492,June 2025,681,5107.5,2025-06-25,Paid,0.0
BL0005899,CON00492,July 2025,684,5130.0,2025-07-26,Paid,0.0
BL0005900,CON00492,August 2025,585,4387.5,2025-08-26,Paid,0.0
BL0005901,CON00492,September 2025,529,3967.5,2025-09-26,Paid,0.0
BL0005902,CON00492,October 2025,642,4815.0,2025-10-27,Paid,0.0
BL0005903,CON00492,November 2025,639,4792.5,2025-11-27,Paid,0.0
BL0005904,CON00492,December 2025,449,3367.5,2025-12-28,Paid,0.0
BL0005905,CON00493,January 2025,168,756.0,2025-01-21,Paid,0.0
BL0005906,CON00493,February 2025,116,522.0,2025-02-21,Paid,0.0
BL0005907,CON00493,March 2025,171,769.5,2025-03-24,Paid,0.0
BL0005908,CON00493,April 2025,128,576.0,2025-04-24,Paid,0.0
BL0005909,CON00493,May 2025,118,531.0,2025-05-25,Paid,0.0
BL0005910,CON00493,June 2025,180,810.0,2025-06-25,Paid,0.0
BL0005911,CON00493,July 2025,140,630.0,2025-07-26,Paid,0.0
BL0005912,CON00493,August 2025,152,684.0,2025-08-26,Paid,0.0
BL0005913,CON00493,September 2025,204,918.0,2025-09-26,Paid,0.0
BL0005914,CON00493,October 2025,182,819.0,2025-10-27,Paid,0.0
BL0005915,CON00493,November 2025,90,405.0,2025-11-27,Paid,0.0
BL0005916,CON00493,December 2025,154,693.0,2025-12-28,Unpaid,693.0
BL0005917,CON00494,January 2025,123,553.5,2025-01-21,Paid,0.0
BL0005918,CON00494,February 2025,189,850.5,2025-02-21,Paid,0.0
BL0005919,CON00494,March 2025,121,544.5,2025-03-24,Paid,0.0
BL0005920,CON00494,April 2025,202,909.0,2025-04-24,Paid,0.0
BL0005921,CON00494,May 2025,142,639.0,2025-05-25,Paid,0.0
BL0005922,CON00494,June 2025,161,724.5,2025-06-25,Paid,0.0
BL0005923,CON00494,July 2025,183,823.5,2025-07-26,Paid,0.0
BL0005924,CON00494,August 2025,170,765.0,2025-08-26,Paid,0.0
BL0005925,CON00494,September 2025,135,607.5,2025-09-26,Paid,0.0
BL0005926,CON00494,October 2025,123,553.5,2025-10-27,Paid,0.0
BL0005927,CON00494,November 2025,152,684.0,2025-11-27,Paid,0.0
BL0005928,CON00494,December 2025,140,630.0,2025-12-28,Paid,0.0
BL0005929,CON00495,January 2025,173,778.5,2025-01-21,Paid,0.0
BL0005930,CON00495,February 2025,220,990.0,2025-02-21,Paid,0.0
BL0005931,CON00495,March 2025,121,544.5,2025-03-24,Unpaid,544.5
BL0005932,CON00495,April 2025,154,693.0,2025-04-24,Unpaid,693.0
BL0005933,CON00495,May 2025,150,675.0,2025-05-25,Paid,0.0
BL0005934,CON00495,June 2025,207,931.5,2025-06-25,Paid,0.0
BL0005935,CON00495,July 2025,126,567.0,2025-07-26,Paid,0.0
BL0005936,CON00495,August 2025,118,531.0,2025-08-26,Unpaid,531.0
BL0005937,CON00495,September 2025,157,706.5,2025-09-26,Paid,0.0
BL0005938,CON00495,October 2025,159,715.5,2025-10-27,Paid,0.0
BL0005939,CON00495,November 2025,130,585.0,2025-11-27,Paid,0.0
BL0005940,CON00495,December 2025,197,886.5,2025-12-28,Paid,0.0
BL0005941,CON00496,January 2025,142,639.0,2025-01-21,Paid,0.0
BL0005942,CON00496,February 2025,118,531.0,2025-02-21,Unpaid,531.0
BL0005943,CON00496,March 2025,139,625.5,2025-03-24,Paid,0.0
BL0005944,CON00496,April 2025,156,702.0,2025-04-24,Unpaid,702.0
BL0005945,CON00496,May 2025,153,688.5,2025-05-25,Paid,0.0
BL0005946,CON00496,June 2025,120,540.0,2025-06-25,Paid,0.0
BL0005947,CON00496,July 2025,103,463.5,2025-07-26,Paid,0.0
BL0005948,CON00496,August 2025,177,796.5,2025-08-26,Paid,0.0
BL0005949,CON00496,September 2025,136,612.0,2025-09-26,Paid,0.0
BL0005950,CON00496,October 2025,192,864.0,2025-10-27,Paid,0.0
BL0005951,CON00496,November 2025,155,697.5,2025-11-27,Paid,0.0
BL0005952,CON00496,December 2025,180,810.0,2025-12-28,Paid,0.0
BL0005953,CON00497,January 2025,128,576.0,2025-01-21,Paid,0.0
BL0005954,CON00497,February 2025,157,706.5,2025-02-21,Paid,0.0
BL0005955,CON00497,March 2025,168,756.0,2025-03-24,Paid,0.0
BL0005956,CON00497,April 2025,167,751.5,2025-04-24,Paid,0.0
BL0005957,CON00497,May 2025,103,463.5,2025-05-25,Paid,0.0
BL0005958,CON00497,June 2025,156,702.0,2025-06-25,Paid,0.0
BL0005959,CON00497,July 2025,154,693.0,2025-07-26,Unpaid,693.0
BL0005960,CON00497,August 2025,182,819.0,2025-08-26,Paid,0.0
BL0005961,CON00497,September 2025,128,576.0,2025-09-26,Paid,0.0
BL0005962,CON00497,October 2025,105,472.5,2025-10-27,Paid,0.0
BL0005963,CON00497,November 2025,138,621.0,2025-11-27,Paid,0.0
BL0005964,CON00497,December 2025,126,567.0,2025-12-28,Paid,0.0
BL0005965,CON00498,January 2025,137,616.5,2025-01-21,Paid,0.0
BL0005966,CON00498,February 2025,214,963.0,2025-02-21,Paid,0.0
BL0005967,CON00498,March 2025,186,837.0,2025-03-24,Paid,0.0
BL0005968,CON00498,April 2025,188,846.0,2025-04-24,Paid,0.0
BL0005969,CON00498,May 2025,140,630.0,2025-05-25,Paid,0.0
BL0005970,CON00498,June 2025,155,697.5,2025-06-25,Paid,0.0
BL0005971,CON00498,July 2025,154,693.0,2025-07-26,Paid,0.0
BL0005972,CON00498,August 2025,173,778.5,2025-08-26,Paid,0.0
BL0005973,CON00498,September 2025,125,562.5,2025-09-26,Paid,0.0
BL0005974,CON00498,October 2025,127,571.5,2025-10-27,Unpaid,571.5
BL0005975,CON00498,November 2025,101,454.5,2025-11-27,Paid,0.0
BL0005976,CON00498,December 2025,199,895.5,2025-12-28,Paid,0.0
BL0005977,CON00499,January 2025,58,29.0,2025-01-21,Paid,0.0
BL0005978,CON00499,February 2025,64,32.0,2025-02-21,Paid,0.0
BL0005979,CON00499,March 2025,50,25.0,2025-03-24,Paid,0.0
BL0005980,CON00499,April 2025,48,24.0,2025-04-24,Paid,0.0
BL0005981,CON00499,May 2025,56,28.0,2025-05-25,Paid,0.0
BL0005982,CON00499,June 2025,51,25.5,2025-06-25,Paid,0.0
BL0005983,CON00499,July 2025,45,22.5,2025-07-26,Paid,0.0
BL0005984,CON00499,August 2025,58,29.0,2025-08-26,Paid,0.0
BL0005985,CON00499,September 2025,64,32.0,2025-09-26,Paid,0.0
BL0005986,CON00499,October 2025,58,29.0,2025-10-27,Paid,0.0
BL0005987,CON00499,November 2025,46,23.0,2025-11-27,Paid,0.0
BL0005988,CON00499,December 2025,67,33.5,2025-12-28,Unpaid,33.5
BL0005989,CON00500,January 2025,52,26.0,2025-01-21,Paid,0.0
BL0005990,CON00500,February 2025,47,23.5,2025-02-21,Paid,0.0
BL0005991,CON00500,March 2025,43,21.5,2025-03-24,Paid,0.0
BL0005992,CON00500,April 2025,47,23.5,2025-04-24,Paid,0.0
BL0005993,CON00500,May 2025,48,24.0,2025-05-25,Paid,0.0
BL0005994,CON00500,June 2025,46,23.0,2025-06-25,Paid,0.0
BL0005995,CON00500,July 2025,58,29.0,2025-07-26,Unpaid,29.0
BL0005996,CON00500,August 2025,46,23.0,2025-08-26,Paid,0.0
BL0005997,CON00500,September 2025,57,28.5,2025-09-26,Paid,0.0
BL0005998,CON00500,October 2025,60,30.0,2025-10-27,Paid,0.0
BL0005999,CON00500,November 2025,51,25.5,2025-11-27,Paid,0.0
BL0006000,CON00500,December 2025,33,16.5,2025-12-28,Paid,0.0
BL0006001,CON00501,January 2025,606,4545.0,2025-01-21,Paid,0.0
BL0006002,CON00501,February 2025,691,5182.5,2025-02-21,Paid,0.0
BL0006003,CON00501,March 2025,550,4125.0,2025-03-24,Paid,0.0
BL0006004,CON00501,April 2025,553,4147.5,2025-04-24,Paid,0.0
BL0006005,CON00501,May 2025,389,2917.5,2025-05-25,Paid,0.0
BL0006006,CON00501,June 2025,511,3832.5,2025-06-25,Paid,0.0
BL0006007,CON00501,July 2025,662,4965.0,2025-07-26,Unpaid,4965.0
BL0006008,CON00501,August 2025,713,5347.5,2025-08-26,Paid,0.0
BL0006009,CON00501,September 2025,801,6007.5,2025-09-26,Paid,0.0
BL0006010,CON00501,October 2025,519,3892.5,2025-10-27,Paid,0.0
BL0006011,CON00501,November 2025,670,5025.0,2025-11-27,Paid,0.0
BL0006012,CON00501,December 2025,861,6457.5,2025-12-28,Paid,0.0
BL0006013,CON00502,January 2025,114,513.0,2025-01-21,Unpaid,513.0
BL0006014,CON00502,February 2025,144,648.0,2025-02-21,Paid,0.0
BL0006015,CON00502,March 2025,151,679.5,2025-03-24,Paid,0.0
BL0006016,CON00502,April 2025,173,778.5,2025-04-24,Paid,0.0
BL0006017,CON00502,May 2025,188,846.0,2025-05-25,Paid,0.0
BL0006018,CON00502,June 2025,146,657.0,2025-06-25,Paid,0.0
BL0006019,CON00502,July 2025,116,522.0,2025-07-26,Paid,0.0
BL0006020,CON00502,August 2025,200,900.0,2025-08-26,Paid,0.0
BL0006021,CON00502,September 2025,135,607.5,2025-09-26,Unpaid,607.5
BL0006022,CON00502,October 2025,88,396.0,2025-10-27,Paid,0.0
BL0006023,CON00502,November 2025,200,900.0,2025-11-27,Unpaid,900.0
BL0006024,CON00502,December 2025,204,918.0,2025-12-28,Unpaid,918.0
BL0006025,CON00503,January 2025,150,675.0,2025-01-21,Paid,0.0
BL0006026,CON00503,February 2025,120,540.0,2025-02-21,Paid,0.0
BL0006027,CON00503,March 2025,150,675.0,2025-03-24,Paid,0.0
BL0006028,CON00503,April 2025,172,774.0,2025-04-24,Paid,0.0
BL0006029,CON00503,May 2025,43,193.5,2025-05-25,Unpaid,193.5
BL0006030,CON00503,June 2025,176,792.0,2025-06-25,Paid,0.0
BL0006031,CON00503,July 2025,129,580.5,2025-07-26,Paid,0.0
BL0006032,CON00503,August 2025,199,895.5,2025-08-26,Paid,0.0
BL0006033,CON00503,September 2025,171,769.5,2025-09-26,Paid,0.0
BL0006034,CON00503,October 2025,149,670.5,2025-10-27,Paid,0.0
BL0006035,CON00503,November 2025,138,621.0,2025-11-27,Paid,0.0
BL0006036,CON00503,December 2025,120,540.0,2025-12-28,Paid,0.0
BL0006037,CON00504,January 2025,719,5392.5,2025-01-21,Paid,0.0
BL0006038,CON00504,February 2025,680,5100.0,2025-02-21,Paid,0.0
BL0006039,CON00504,March 2025,678,5085.0,2025-03-24,Paid,0.0
BL0006040,CON00504,April 2025,738,5535.0,2025-04-24,Paid,0.0
BL0006041,CON00504,May 2025,691,5182.5,2025-05-25,Paid,0.0
BL0006042,CON00504,June 2025,722,5415.0,2025-06-25,Paid,0.0
BL0006043,CON00504,July 2025,886,6645.0,2025-07-26,Paid,0.0
BL0006044,CON00504,August 2025,789,5917.5,2025-08-26,Paid,0.0
BL0006045,CON00504,September 2025,460,3450.0,2025-09-26,Paid,0.0
BL0006046,CON00504,October 2025,606,4545.0,2025-10-27,Paid,0.0
BL0006047,CON00504,November 2025,689,5167.5,2025-11-27,Paid,0.0
BL0006048,CON00504,December 2025,863,6472.5,2025-12-28,Paid,0.0
BL0006049,CON00505,January 2025,546,4095.0,2025-01-21,Paid,0.0
BL0006050,CON00505,February 2025,608,4560.0,2025-02-21,Paid,0.0
BL0006051,CON00505,March 2025,635,4762.5,2025-03-24,Unpaid,4762.5
BL0006052,CON00505,April 2025,395,2962.5,2025-04-24,Paid,0.0
BL0006053,CON00505,May 2025,584,4380.0,2025-05-25,Paid,0.0
BL0006054,CON00505,June 2025,216,1620.0,2025-06-25,Paid,0.0
BL0006055,CON00505,July 2025,216,1620.0,2025-07-26,Paid,0.0
BL0006056,CON00505,August 2025,181,1357.5,2025-08-26,Paid,0.0
BL0006057,CON00505,September 2025,235,1762.5,2025-09-26,Paid,0.0
BL0006058,CON00505,October 2025,163,1222.5,2025-10-27,Paid,0.0
BL0006059,CON00505,November 2025,194,1455.0,2025-11-27,Paid,0.0
BL0006060,CON00505,December 2025,214,1605.0,2025-12-28,Paid,0.0
BL0006061,CON00506,January 2025,109,490.5,2025-01-21,Paid,0.0
BL0006062,CON00506,February 2025,161,724.5,2025-02-21,Paid,0.0
BL0006063,CON00506,March 2025,134,603.0,2025-03-24,Paid,0.0
BL0006064,CON00506,April 2025,140,630.0,2025-04-24,Unpaid,630.0
BL0006065,CON00506,May 2025,131,589.5,2025-05-25,Unpaid,589.5
BL0006066,CON00506,June 2025,182,819.0,2025-06-25,Paid,0.0
BL0006067,CON00506,July 2025,167,751.5,2025-07-26,Paid,0.0
BL0006068,CON00506,August 2025,119,535.5,2025-08-26,Paid,0.0
BL0006069,CON00506,September 2025,178,801.0,2025-09-26,Paid,0.0
BL0006070,CON00506,October 2025,180,810.0,2025-10-27,Paid,0.0
BL0006071,CON00506,November 2025,189,850.5,2025-11-27,Paid,0.0
BL0006072,CON00506,December 2025,154,693.0,2025-12-28,Unpaid,693.0
BL0006073,CON00507,January 2025,3924,37278.0,2025-01-21,Paid,0.0
BL0006074,CON00507,February 2025,4132,39254.0,2025-02-21,Paid,0.0
BL0006075,CON00507,March 2025,5283,50188.5,2025-03-24,Paid,0.0
BL0006076,CON00507,April 2025,2991,28414.5,2025-04-24,Paid,0.0
BL0006077,CON00507,May 2025,3933,37363.5,2025-05-25,Paid,0.0
BL0006078,CON00507,June 2025,2612,24814.0,2025-06-25,Paid,0.0
BL0006079,CON00507,July 2025,3530,33535.0,2025-07-26,Paid,0.0
BL0006080,CON00507,August 2025,3429,32575.5,2025-08-26,Paid,0.0
BL0006081,CON00507,September 2025,2155,20472.5,2025-09-26,Paid,0.0
BL0006082,CON00507,October 2025,3365,31967.5,2025-10-27,Paid,0.0
BL0006083,CON00507,November 2025,3627,34456.5,2025-11-27,Paid,0.0
BL0006084,CON00507,December 2025,1897,18021.5,2025-12-28,Unpaid,18021.5
BL0006085,CON00508,January 2025,672,5040.0,2025-01-21,Paid,0.0
BL0006086,CON00508,February 2025,685,5137.5,2025-02-21,Paid,0.0
BL0006087,CON00508,March 2025,659,4942.5,2025-03-24,Paid,0.0
BL0006088,CON00508,April 2025,669,5017.5,2025-04-24,Paid,0.0
BL0006089,CON00508,May 2025,477,3577.5,2025-05-25,Paid,0.0
BL0006090,CON00508,June 2025,699,5242.5,2025-06-25,Paid,0.0
BL0006091,CON00508,July 2025,572,4290.0,2025-07-26,Paid,0.0
BL0006092,CON00508,August 2025,313,2347.5,2025-08-26,Paid,0.0
BL0006093,CON00508,September 2025,544,4080.0,2025-09-26,Paid,0.0
BL0006094,CON00508,October 2025,559,4192.5,2025-10-27,Paid,0.0
BL0006095,CON00508,November 2025,705,5287.5,2025-11-27,Paid,0.0
BL0006096,CON00508,December 2025,432,3240.0,2025-12-28,Paid,0.0
BL0006097,CON00509,January 2025,3862,36689.0,2025-01-21,Paid,0.0
BL0006098,CON00509,February 2025,4099,38940.5,2025-02-21,Paid,0.0
BL0006099,CON00509,March 2025,5222,49609.0,2025-03-24,Paid,0.0
BL0006100,CON00509,April 2025,5230,49685.0,2025-04-24,Paid,0.0
BL0006101,CON00509,May 2025,3884,36898.0,2025-05-25,Paid,0.0
BL0006102,CON00509,June 2025,3935,37382.5,2025-06-25,Paid,0.0
BL0006103,CON00509,July 2025,3149,29915.5,2025-07-26,Paid,0.0
BL0006104,CON00509,August 2025,4609,43785.5,2025-08-26,Paid,0.0
BL0006105,CON00509,September 2025,3215,30542.5,2025-09-26,Paid,0.0
BL0006106,CON00509,October 2025,4849,46065.5,2025-10-27,Paid,0.0
BL0006107,CON00509,November 2025,4015,38142.5,2025-11-27,Paid,0.0
BL0006108,CON00509,December 2025,3850,36575.0,2025-12-28,Paid,0.0
BL0006109,CON00510,January 2025,447,3352.5,2025-01-21,Paid,0.0
BL0006110,CON00510,February 2025,694,5205.0,2025-02-21,Paid,0.0
BL0006111,CON00510,March 2025,651,4882.5,2025-03-24,Paid,0.0
BL0006112,CON00510,April 2025,742,5565.0,2025-04-24,Paid,0.0
BL0006113,CON00510,May 2025,722,5415.0,2025-05-25,Paid,0.0
BL0006114,CON00510,June 2025,655,4912.5,2025-06-25,Paid,0.0
BL0006115,CON00510,July 2025,713,5347.5,2025-07-26,Paid,0.0
BL0006116,CON00510,August 2025,531,3982.5,2025-08-26,Unpaid,3982.5
BL0006117,CON00510,September 2025,542,4065.0,2025-09-26,Paid,0.0
BL0006118,CON00510,October 2025,541,4057.5,2025-10-27,Paid,0.0
BL0006119,CON00510,November 2025,716,5370.0,2025-11-27,Paid,0.0
BL0006120,CON00510,December 2025,624,4680.0,2025-12-28,Paid,0.0
BL0006121,CON00511,January 2025,339,2542.5,2025-01-21,Paid,0.0
BL0006122,CON00511,February 2025,632,4740.0,2025-02-21,Paid,0.0
BL0006123,CON00511,March 2025,403,3022.5,2025-03-24,Paid,0.0
BL0006124,CON00511,April 2025,604,4530.0,2025-04-24,Paid,0.0
BL0006125,CON00511,May 2025,626,4695.0,2025-05-25,Paid,0.0
BL0006126,CON00511,June 2025,438,3285.0,2025-06-25,Paid,0.0
BL0006127,CON00511,July 2025,773,5797.5,2025-07-26,Paid,0.0
BL0006128,CON00511,August 2025,543,4072.5,2025-08-26,Unpaid,4072.5
BL0006129,CON00511,September 2025,580,4350.0,2025-09-26,Paid,0.0
BL0006130,CON00511,October 2025,625,4687.5,2025-10-27,Paid,0.0
BL0006131,CON00511,November 2025,482,3615.0,2025-11-27,Paid,0.0
BL0006132,CON00511,December 2025,550,4125.0,2025-12-28,Paid,0.0
BL0006133,CON00512,January 2025,126,567.0,2025-01-21,Unpaid,567.0
BL0006134,CON00512,February 2025,193,868.5,2025-02-21,Paid,0.0
BL0006135,CON00512,March 2025,132,594.0,2025-03-24,Paid,0.0
BL0006136,CON00512,April 2025,149,670.5,2025-04-24,Paid,0.0
BL0006137,CON00512,May 2025,104,468.0,2025-05-25,Paid,0.0
BL0006138,CON00512,June 2025,137,616.5,2025-06-25,Paid,0.0
BL0006139,CON00512,July 2025,130,585.0,2025-07-26,Paid,0.0
BL0006140,CON00512,August 2025,121,544.5,2025-08-26,Paid,0.0
BL0006141,CON00512,September 2025,148,666.0,2025-09-26,Paid,0.0
