Consumer_ID,Consumer_Name,Consumer_Type,Tariff,Area,District,Meter_Type,Connection_Date,Sanctioned_Load_KW,Phase_Type,Status
CON00417,Consumer_417,Residential,Tariff IA,Peelamedu,Coimbatore,Analog Meter,2024-01-01,31.75,Three Phase,Active
CON00418,Consumer_418,Residential,Tariff IA,Velachery,Madurai,Digital Meter,2024-01-01,9.84,Three Phase,Active
CON00419,Consumer_419,Commercial,Tariff V,Velachery,Coimbatore,Digital Meter,2024-01-01,4.87,Single Phase,Active
CON00420,Consumer_420,Commercial,Tariff V,Velachery,Chennai,Analog Meter,2024-01-01,44.04,Three Phase,Active
CON00421,Consumer_421,Commercial,Tariff V,Peelamedu,Coimbatore,Digital Meter,2024-01-01,34.02,Three Phase,Active
CON00422,Consumer_422,Commercial,Tariff V,Adyar,Chennai,Smart Meter,2024-01-01,22.18,Single Phase,Active
CON00423,Consumer_423,Residential,Tariff IA,Peelamedu,Coimbatore,Analog Meter,2024-01-01,48.69,Single Phase,Active
CON00424,Consumer_424,Residential,Tariff IA,Velachery,Madurai,Digital Meter,2024-01-01,23.9,Three Phase,Active
CON00425,Consumer_425,Residential,Tariff IA,KK Nagar,Madurai,Smart Meter,2024-01-01,47.96,Single Phase,Active
CON00426,Consumer_426,Residential,Tariff IA,Anna Nagar,Coimbatore,Analog Meter,2024-01-01,19.04,Single Phase,Active
CON00427,Consumer_427,Residential,Tariff IA,Peelamedu,Madurai,Smart Meter,2024-01-01,5.3,Single Phase,Active
CON00428,Consumer_428,Industrial,Tariff III,Peelamedu,Madurai,Smart Meter,2024-01-01,56.03,Single Phase,Active
CON00429,Consumer_429,Residential,Tariff IA,Adyar,Madurai,Smart Meter,2024-01-01,24.28,Single Phase,Active
CON00430,Consumer_430,Residential,Tariff IA,Adyar,Chennai,Digital Meter,2024-01-01,47.77,Single Phase,Active
CON00431,Consumer_431,Residential,Tariff IA,Peelamedu,Madurai,Analog Meter,2024-01-01,17.47,Three Phase,Active
CON00432,Consumer_432,Commercial,Tariff V,Velachery,Chennai,Analog Meter,2024-01-01,39.14,Three Phase,Active
CON00433,Consumer_433,Commercial,Tariff V,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,52.53,Single Phase,Active
CON00434,Consumer_434,Residential,Tariff IA,Adyar,Madurai,Analog Meter,2024-01-01,3.46,Single Phase,Active
CON00435,Consumer_435,Residential,Tariff IA,Velachery,Madurai,Smart Meter,2024-01-01,50.01,Three Phase,Active
CON00436,Consumer_436,Commercial,Tariff V,KK Nagar,Madurai,Analog Meter,2024-01-01,34.71,Single Phase,Active
CON00437,Consumer_437,Residential,Tariff IA,Adyar,Coimbatore,Digital Meter,2024-01-01,36.84,Three Phase,Active
CON00438,Consumer_438,Commercial,Tariff V,Velachery,Chennai,Smart Meter,2024-01-01,31.87,Single Phase,Active
CON00439,Consumer_439,Commercial,Tariff V,Velachery,Chennai,Digital Meter,2024-01-01,52.59,Three Phase,Active
CON00440,Consumer_440,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,3.56,Three Phase,Active
CON00441,Consumer_441,Residential,Tariff IA,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,16.4,Single Phase,Active
CON00442,Consumer_442,Agricultural,Tariff IV,KK Nagar,Coimbatore,Analog Meter,2024-01-01,52.67,Single Phase,Active
CON00443,Consumer_443,Residential,Tariff IA,Velachery,Coimbatore,Smart Meter,2024-01-01,45.39,Single Phase,Active
CON00444,Consumer_444,Residential,Tariff IA,Velachery,Coimbatore,Digital Meter,2024-01-01,2.04,Single Phase,Active
CON00445,Consumer_445,Commercial,Tariff V,Anna Nagar,Coimbatore,Analog Meter,2024-01-01,31.5,Three Phase,Active
CON00446,Consumer_446,Industrial,Tariff III,Adyar,Chennai,Digital Meter,2024-01-01,32.24,Single Phase,Active
CON00447,Consumer_447,Agricultural,Tariff IV,Adyar,Chennai,Smart Meter,2024-01-01,24.65,Three Phase,Active
CON00448,Consumer_448,Commercial,Tariff V,Peelamedu,Chennai,Digital Meter,2024-01-01,18.55,Single Phase,Active
CON00449,Consumer_449,Residential,Tariff IA,Anna Nagar,Madurai,Digital Meter,2024-01-01,41.22,Three Phase,Active
CON00450,Consumer_450,Residential,Tariff IA,Peelamedu,Coimbatore,Smart Meter,2024-01-01,13.26,Single Phase,Active
CON00451,Consumer_451,Commercial,Tariff V,Anna Nagar,Madurai,Analog Meter,2024-01-01,48.14,Single Phase,Active
CON00452,Consumer_452,Residential,Tariff IA,KK Nagar,Coimbatore,Digital Meter,2024-01-01,48.38,Three Phase,Active
CON00453,Consumer_453,Residential,Tariff IA,Velachery,Chennai,Smart Meter,2024-01-01,25.5,Single Phase,Active
CON00454,Consumer_454,Industrial,Tariff III,KK Nagar,Madurai,Analog Meter,2024-01-01,17.73,Single Phase,Active
CON00455,Consumer_455,Residential,Tariff IA,Anna Nagar,Chennai,Analog Meter,2024-01-01,17.75,Single Phase,Active
CON00456,Consumer_456,Residential,Tariff IA,Velachery,Coimbatore,Analog Meter,2024-01-01,29.46,Single Phase,Active
CON00457,Consumer_457,Residential,Tariff IA,Adyar,Coimbatore,Digital Meter,2024-01-01,43.46,Single Phase,Active
CON00458,Consumer_458,Residential,Tariff IA,Adyar,Coimbatore,Digital Meter,2024-01-01,22.17,Three Phase,Active
CON00459,Consumer_459,Residential,Tariff IA,Peelamedu,Chennai,Digital Meter,2024-01-01,36.99,Single Phase,Active
CON00460,Consumer_460,Residential,Tariff IA,Anna Nagar,Coimbatore,Analog Meter,2024-01-01,23.57,Three Phase,Active
CON00461,Consumer_461,Residential,Tariff IA,Anna Nagar,Chennai,Digital Meter,2024-01-01,18.97,Single Phase,Active
CON00462,Consumer_462,Commercial,Tariff V,Adyar,Madurai,Smart Meter,2024-01-01,2.47,Single Phase,Active
CON00463,Consumer_463,Commercial,Tariff V,KK Nagar,Coimbatore,Digital Meter,2024-01-01,1.23,Three Phase,Active
CON00464,Consumer_464,Residential,Tariff IA,Velachery,Coimbatore,Digital Meter,2024-01-01,14.41,Three Phase,Active
CON00465,Consumer_465,Agricultural,Tariff IV,KK Nagar,Coimbatore,Analog Meter,2024-01-01,24.98,Three Phase,Active
CON00466,Consumer_466,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,51.22,Three Phase,Active
CON00467,Consumer_467,Residential,Tariff IA,Adyar,Coimbatore,Smart Meter,2024-01-01,48.11,Three Phase,Active
CON00468,Consumer_468,Industrial,Tariff III,Adyar,Chennai,Analog Meter,2024-01-01,16.76,Single Phase,Active
CON00469,Consumer_469,Residential,Tariff IA,Adyar,Chennai,Smart Meter,2024-01-01,15.43,Three Phase,Active
CON00470,Consumer_470,Agricultural,Tariff IV,Peelamedu,Coimbatore,Analog Meter,2024-01-01,14.41,Three Phase,Active
CON00471,Consumer_471,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,21.02,Single Phase,Active
CON00472,Consumer_472,Agricultural,Tariff IV,Anna Nagar,Madurai,Digital Meter,2024-01-01,30.39,Single Phase,Active
CON00473,Consumer_473,Residential,Tariff IA,Velachery,Madurai,Smart Meter,2024-01-01,26.88,Three Phase,Active
CON00474,Consumer_474,Industrial,Tariff III,Peelamedu,Madurai,Analog Meter,2024-01-01,13.88,Three Phase,Active
CON00475,Consumer_475,Residential,Tariff IA,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,8.7,Three Phase,Active
CON00476,Consumer_476,Agricultural,Tariff IV,KK Nagar,Madurai,Analog Meter,2024-01-01,1.74,Single Phase,Active
CON00477,Consumer_477,Residential,Tariff IA,Adyar,Madurai,Analog Meter,2024-01-01,10.08,Three Phase,Active
CON00478,Consumer_478,Residential,Tariff IA,KK Nagar,Chennai,Analog Meter,2024-01-01,42.62,Single Phase,Active
CON00479,Consumer_479,Agricultural,Tariff IV,Velachery,Madurai,Analog Meter,2024-01-01,15.37,Single Phase,Active
CON00480,Consumer_480,Residential,Tariff IA,Peelamedu,Chennai,Analog Meter,2024-01-01,28.65,Single Phase,Active
CON00481,Consumer_481,Commercial,Tariff V,Peelamedu,Chennai,Analog Meter,2024-01-01,35.89,Single Phase,Active
CON00482,Consumer_482,Commercial,Tariff V,Velachery,Madurai,Digital Meter,2024-01-01,53.32,Three Phase,Active
CON00483,Consumer_483,Residential,Tariff IA,Anna Nagar,Chennai,Analog Meter,2024-01-01,53.44,Single Phase,Active
CON00484,Consumer_484,Commercial,Tariff V,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,45.0,Single Phase,Active
CON00485,Consumer_485,Residential,Tariff IA,Peelamedu,Coimbatore,Digital Meter,2024-01-01,3.07,Three Phase,Active
CON00486,Consumer_486,Industrial,Tariff III,Peelamedu,Madurai,Smart Meter,2024-01-01,34.93,Single Phase,Active
CON00487,Consumer_487,Residential,Tariff IA,Adyar,Coimbatore,Analog Meter,2024-01-01,47.41,Three Phase,Active
CON00488,Consumer_488,Residential,Tariff IA,Anna Nagar,Chennai,Smart Meter,2024-01-01,2.02,Single Phase,Active
CON00489,Consumer_489,Agricultural,Tariff IV,Velachery,Coimbatore,Analog Meter,2024-01-01,33.43,Three Phase,Active
CON00490,Consumer_490,Industrial,Tariff III,Anna Nagar,Madurai,Analog Meter,2024-01-01,51.61,Single Phase,Active
CON00491,Consumer_491,Residential,Tariff IA,Adyar,Madurai,Digital Meter,2024-01-01,28.97,Single Phase,Active
CON00492,Consumer_492,Commercial,Tariff V,Peelamedu,Chennai,Digital Meter,2024-01-01,1.24,Three Phase,Active
CON00493,Consumer_493,Residential,Tariff IA,Peelamedu,Madurai,Analog Meter,2024-01-01,1.65,Single Phase,Active
CON00494,Consumer_494,Residential,Tariff IA,Adyar,Coimbatore,Digital Meter,2024-01-01,25.58,Single Phase,Active
CON00495,Consumer_495,Residential,Tariff IA,Velachery,Madurai,Smart Meter,2024-01-01,10.15,Three Phase,Active
CON00496,Consumer_496,Residential,Tariff IA,Peelamedu,Chennai,Digital Meter,2024-01-01,40.2,Single Phase,Active
CON00497,Consumer_497,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,42.82,Single Phase,Active
CON00498,Consumer_498,Residential,Tariff IA,Peelamedu,Coimbatore,Smart Meter,2024-01-01,11.49,Three Phase,Active
CON00499,Consumer_499,Agricultural,Tariff IV,KK Nagar,Chennai,Digital Meter,2024-01-01,53.42,Three Phase,Active
CON00500,Consumer_500,Agricultural,Tariff IV,Adyar,Coimbatore,Analog Meter,2024-01-01,27.07,Three Phase,Active
CON00501,Consumer_501,Commercial,Tariff V,Adyar,Chennai,Smart Meter,2024-01-01,9.43,Three Phase,Active
CON00502,Consumer_502,Residential,Tariff IA,Peelamedu,Madurai,Analog Meter,2024-01-01,46.09,Three Phase,Active
CON00503,Consumer_503,Residential,Tariff IA,Anna Nagar,Chennai,Smart Meter,2024-01-01,47.61,Single Phase,Active
CON00504,Consumer_504,Commercial,Tariff V,KK Nagar,Chennai,Analog Meter,2024-01-01,38.72,Three Phase,Active
CON00505,Consumer_505,Commercial,Tariff V,Velachery,Madurai,Analog Meter,2024-01-01,51.35,Single Phase,Active
CON00506,Consumer_506,Residential,Tariff IA,Peelamedu,Coimbatore,Digital Meter,2024-01-01,44.51,Three Phase,Active
CON00507,Consumer_507,Industrial,Tariff III,Velachery,Madurai,Analog Meter,2024-01-01,53.05,Single Phase,Active
CON00508,Consumer_508,Commercial,Tariff V,Peelamedu,Chennai,Digital Meter,2024-01-01,26.6,Single Phase,Active
CON00509,Consumer_509,Industrial,Tariff III,Anna Nagar,Madurai,Smart Meter,2024-01-01,45.11,Three Phase,Active
CON00510,Consumer_510,Commercial,Tariff V,Anna Nagar,Chennai,Analog Meter,2024-01-01,59.99,Single Phase,Active
CON00511,Consumer_511,Commercial,Tariff V,Anna Nagar,Madurai,Analog Meter,2024-01-01,43.77,Single Phase,Active
CON00512,Consumer_512,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,7.74,Three Phase,Active
CON00513,Consumer_513,Industrial,Tariff III,Adyar,Coimbatore,Smart Meter,2024-01-01,31.58,Three Phase,Active
CON00514,Consumer_514,Industrial,Tariff III,Adyar,Chennai,Analog Meter,2024-01-01,35.65,Three Phase,Active
CON00515,Consumer_515,Residential,Tariff IA,KK Nagar,Coimbatore,Smart Meter,2024-01-01,11.28,Three Phase,Active
CON00516,Consumer_516,Residential,Tariff IA,Velachery,Chennai,Digital Meter,2024-01-01,57.81,Single Phase,Active
CON00517,Consumer_517,Residential,Tariff IA,Peelamedu,Madurai,Smart Meter,2024-01-01,11.36,Single Phase,Active
CON00518,Consumer_518,Commercial,Tariff V,Peelamedu,Chennai,Smart Meter,2024-01-01,11.48,Single Phase,Active
CON00519,Consumer_519,Agricultural,Tariff IV,Adyar,Coimbatore,Analog Meter,2024-01-01,54.99,Single Phase,Active
CON00520,Consumer_520,Residential,Tariff IA,Peelamedu,Coimbatore,Digital Meter,2024-01-01,28.45,Single Phase,Active
CON00521,Consumer_521,Residential,Tariff IA,Adyar,Coimbatore,Smart Meter,2024-01-01,4.73,Single Phase,Active
CON00522,Consumer_522,Residential,Tariff IA,KK Nagar,Chennai,Digital Meter,2024-01-01,36.29,Three Phase,Active
CON00523,Consumer_523,Agricultural,Tariff IV,Velachery,Coimbatore,Digital Meter,2024-01-01,36.51,Single Phase,Active
CON00524,Consumer_524,Commercial,Tariff V,KK Nagar,Coimbatore,Digital Meter,2024-01-01,4.81,Single Phase,Active
CON00525,Consumer_525,Commercial,Tariff V,Anna Nagar,Coimbatore,Analog Meter,2024-01-01,58.38,Single Phase,Active
CON00526,Consumer_526,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,33.1,Three Phase,Active
CON00527,Consumer_527,Residential,Tariff IA,Anna Nagar,Madurai,Analog Meter,2024-01-01,34.03,Three Phase,Active
CON00528,Consumer_528,Residential,Tariff IA,KK Nagar,Chennai,Smart Meter,2024-01-01,31.69,Three Phase,Active
CON00529,Consumer_529,Residential,Tariff IA,Peelamedu,Chennai,Smart Meter,2024-01-01,37.03,Three Phase,Active
CON00530,Consumer_530,Industrial,Tariff III,Velachery,Coimbatore,Analog Meter,2024-01-01,16.59,Single Phase,Active
CON00531,Consumer_531,Commercial,Tariff V,Anna Nagar,Madurai,Digital Meter,2024-01-01,17.95,Single Phase,Active
CON00532,Consumer_532,Agricultural,Tariff IV,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,31.17,Single Phase,Active
CON00533,Consumer_533,Agricultural,Tariff IV,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,48.59,Three Phase,Active
CON00534,Consumer_534,Residential,Tariff IA,Velachery,Madurai,Analog Meter,2024-01-01,3.94,Single Phase,Active
CON00535,Consumer_535,Commercial,Tariff V,Anna Nagar,Madurai,Digital Meter,2024-01-01,36.6,Single Phase,Active
CON00536,Consumer_536,Industrial,Tariff III,Velachery,Madurai,Digital Meter,2024-01-01,48.6,Single Phase,Active
CON00537,Consumer_537,Commercial,Tariff V,Anna Nagar,Chennai,Smart Meter,2024-01-01,10.26,Three Phase,Active
CON00538,Consumer_538,Residential,Tariff IA,KK Nagar,Chennai,Smart Meter,2024-01-01,1.89,Three Phase,Active
CON00539,Consumer_539,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,19.45,Three Phase,Active
CON00540,Consumer_540,Residential,Tariff IA,Velachery,Chennai,Smart Meter,2024-01-01,35.7,Single Phase,Active
CON00541,Consumer_541,Agricultural,Tariff IV,KK Nagar,Madurai,Digital Meter,2024-01-01,9.16,Single Phase,Active
CON00542,Consumer_542,Commercial,Tariff V,Velachery,Madurai,Digital Meter,2024-01-01,26.14,Single Phase,Active
CON00543,Consumer_543,Residential,Tariff IA,KK Nagar,Chennai,Digital Meter,2024-01-01,33.59,Single Phase,Active
CON00544,Consumer_544,Commercial,Tariff V,KK Nagar,Coimbatore,Digital Meter,2024-01-01,36.33,Three Phase,Active
CON00545,Consumer_545,Commercial,Tariff V,Velachery,Coimbatore,Analog Meter,2024-01-01,17.19,Single Phase,Active
CON00546,Consumer_546,Residential,Tariff IA,Peelamedu,Chennai,Analog Meter,2024-01-01,24.6,Three Phase,Active
CON00547,Consumer_547,Residential,Tariff IA,KK Nagar,Coimbatore,Smart Meter,2024-01-01,46.92,Single Phase,Active
CON00548,Consumer_548,Commercial,Tariff V,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,56.53,Three Phase,Active
CON00549,Consumer_549,Residential,Tariff IA,Peelamedu,Coimbatore,Smart Meter,2024-01-01,51.85,Single Phase,Active
CON00550,Consumer_550,Commercial,Tariff V,Velachery,Madurai,Analog Meter,2024-01-01,34.29,Single Phase,Active
CON00551,Consumer_551,Residential,Tariff IA,Peelamedu,Madurai,Digital Meter,2024-01-01,25.21,Three Phase,Active
CON00552,Consumer_552,Industrial,Tariff III,Adyar,Chennai,Smart Meter,2024-01-01,20.64,Three Phase,Active
CON00553,Consumer_553,Residential,Tariff IA,Adyar,Madurai,Digital Meter,2024-01-01,8.37,Single Phase,Active
CON00554,Consumer_554,Residential,Tariff IA,KK Nagar,Coimbatore,Smart Meter,2024-01-01,7.29,Single Phase,Active
CON00555,Consumer_555,Industrial,Tariff III,KK Nagar,Madurai,Smart Meter,2024-01-01,41.61,Single Phase,Active
CON00556,Consumer_556,Residential,Tariff IA,Anna Nagar,Chennai,Smart Meter,2024-01-01,16.33,Three Phase,Active
CON00557,Consumer_557,Residential,Tariff IA,Peelamedu,Madurai,Smart Meter,2024-01-01,16.03,Single Phase,Active
CON00558,Consumer_558,Residential,Tariff IA,Adyar,Coimbatore,Smart Meter,2024-01-01,59.89,Three Phase,Active
CON00559,Consumer_559,Commercial,Tariff V,KK Nagar,Coimbatore,Digital Meter,2024-01-01,12.09,Single Phase,Active
CON00560,Consumer_560,Commercial,Tariff V,Peelamedu,Chennai,Smart Meter,2024-01-01,9.74,Single Phase,Active
CON00561,Consumer_561,Commercial,Tariff V,KK Nagar,Madurai,Digital Meter,2024-01-01,6.82,Single Phase,Active
CON00562,Consumer_562,Residential,Tariff IA,KK Nagar,Madurai,Analog Meter,2024-01-01,35.21,Single Phase,Active
CON00563,Consumer_563,Residential,Tariff IA,Adyar,Madurai,Smart Meter,2024-01-01,38.04,Three Phase,Active
CON00564,Consumer_564,Residential,Tariff IA,Adyar,Coimbatore,Digital Meter,2024-01-01,22.55,Three Phase,Active
CON00565,Consumer_565,Residential,Tariff IA,KK Nagar,Chennai,Analog Meter,2024-01-01,32.59,Single Phase,Active
CON00566,Consumer_566,Residential,Tariff IA,Velachery,Madurai,Analog Meter,2024-01-01,47.52,Single Phase,Active
CON00567,Consumer_567,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,49.27,Single Phase,Active
CON00568,Consumer_568,Residential,Tariff IA,KK Nagar,Coimbatore,Digital Meter,2024-01-01,57.52,Three Phase,Active
CON00569,Consumer_569,Industrial,Tariff III,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,49.63,Single Phase,Active
CON00570,Consumer_570,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,34.33,Three Phase,Active
CON00571,Consumer_571,Residential,Tariff IA,Anna Nagar,Madurai,Digital Meter,2024-01-01,11.6,Three Phase,Active
CON00572,Consumer_572,Commercial,Tariff V,Velachery,Madurai,Smart Meter,2024-01-01,6.89,Three Phase,Active
CON00573,Consumer_573,Residential,Tariff IA,Velachery,Madurai,Digital Meter,2024-01-01,4.22,Three Phase,Active
CON00574,Consumer_574,Commercial,Tariff V,KK Nagar,Madurai,Smart Meter,2024-01-01,40.33,Single Phase,Active
CON00575,Consumer_575,Industrial,Tariff III,Anna Nagar,Madurai,Analog Meter,2024-01-01,48.64,Single Phase,Active
CON00576,Consumer_576,Industrial,Tariff III,Velachery,Madurai,Smart Meter,2024-01-01,31.01,Three Phase,Active
CON00577,Consumer_577,Residential,Tariff IA,Adyar,Madurai,Digital Meter,2024-01-01,4.23,Single Phase,Active
CON00578,Consumer_578,Industrial,Tariff III,KK Nagar,Madurai,Digital Meter,2024-01-01,32.59,Single Phase,Active
CON00579,Consumer_579,Residential,Tariff IA,Peelamedu,Coimbatore,Analog Meter,2024-01-01,56.21,Single Phase,Active
CON00580,Consumer_580,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,36.26,Three Phase,Active
CON00581,Consumer_581,Residential,Tariff IA,Peelamedu,Chennai,Smart Meter,2024-01-01,48.76,Single Phase,Active
CON00582,Consumer_582,Agricultural,Tariff IV,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,48.21,Single Phase,Active
CON00583,Consumer_583,Residential,Tariff IA,Peelamedu,Madurai,Analog Meter,2024-01-01,56.0,Single Phase,Active
CON00584,Consumer_584,Residential,Tariff IA,Anna Nagar,Chennai,Digital Meter,2024-01-01,46.44,Single Phase,Active
CON00585,Consumer_585,Commercial,Tariff V,Adyar,Madurai,Analog Meter,2024-01-01,45.11,Single Phase,Active
CON00586,Consumer_586,Residential,Tariff IA,Peelamedu,Chennai,Smart Meter,2024-01-01,14.81,Single Phase,Active
CON00587,Consumer_587,Residential,Tariff IA,KK Nagar,Chennai,Analog Meter,2024-01-01,4.54,Single Phase,Active
CON00588,Consumer_588,Residential,Tariff IA,Anna Nagar,Chennai,Digital Meter,2024-01-01,31.54,Single Phase,Active
CON00589,Consumer_589,Residential,Tariff IA,KK Nagar,Chennai,Analog Meter,2024-01-01,8.34,Single Phase,Active
CON00590,Consumer_590,Residential,Tariff IA,Velachery,Coimbatore,Digital Meter,2024-01-01,57.77,Single Phase,Active
CON00591,Consumer_591,Residential,Tariff IA,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,18.11,Three Phase,Active
CON00592,Consumer_592,Commercial,Tariff V,Peelamedu,Chennai,Smart Meter,2024-01-01,51.32,Single Phase,Active
CON00593,Consumer_593,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,23.87,Three Phase,Active
CON00594,Consumer_594,Residential,Tariff IA,KK Nagar,Chennai,Smart Meter,2024-01-01,20.07,Single Phase,Active
CON00595,Consumer_595,Industrial,Tariff III,Adyar,Coimbatore,Digital Meter,2024-01-01,56.17,Three Phase,Active
CON00596,Consumer_596,Residential,Tariff IA,Anna Nagar,Madurai,Analog Meter,2024-01-01,22.44,Three Phase,Active
CON00597,Consumer_597,Commercial,Tariff V,Peelamedu,Coimbatore,Digital Meter,2024-01-01,24.03,Single Phase,Active
CON00598,Consumer_598,Residential,Tariff IA,Velachery,Coimbatore,Smart Meter,2024-01-01,7.26,Three Phase,Active
CON00599,Consumer_599,Residential,Tariff IA,Adyar,Madurai,Smart Meter,2024-01-01,40.56,Three Phase,Active
CON00600,Consumer_600,Residential,Tariff IA,Velachery,Chennai,Analog Meter,2024-01-01,18.04,Three Phase,Active
CON00601,Consumer_601,Residential,Tariff IA,Anna Nagar,Chennai,Smart Meter,2024-01-01,35.55,Single Phase,Active
CON00602,Consumer_602,Residential,Tariff IA,KK Nagar,Chennai,Smart Meter,2024-01-01,35.89,Three Phase,Active
CON00603,Consumer_603,Residential,Tariff IA,KK Nagar,Chennai,Smart Meter,2024-01-01,43.43,Three Phase,Active
CON00604,Consumer_604,Residential,Tariff IA,Peelamedu,Madurai,Analog Meter,2024-01-01,44.97,Single Phase,Active
CON00605,Consumer_605,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,31.35,Three Phase,Active
CON00606,Consumer_606,Residential,Tariff IA,Adyar,Madurai,Smart Meter,2024-01-01,20.53,Three Phase,Active
CON00607,Consumer_607,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,50.41,Three Phase,Active
CON00608,Consumer_608,Residential,Tariff IA,Peelamedu,Madurai,Smart Meter,2024-01-01,19.28,Single Phase,Active
CON00609,Consumer_609,Residential,Tariff IA,Anna Nagar,Chennai,Analog Meter,2024-01-01,30.94,Three Phase,Active
CON00610,Consumer_610,Commercial,Tariff V,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,24.67,Single Phase,Active
CON00611,Consumer_611,Residential,Tariff IA,KK Nagar,Chennai,Analog Meter,2024-01-01,51.45,Three Phase,Active
CON00612,Consumer_612,Commercial,Tariff V,Velachery,Chennai,Smart Meter,2024-01-01,26.48,Three Phase,Active
CON00613,Consumer_613,Commercial,Tariff V,Anna Nagar,Madurai,Digital Meter,2024-01-01,23.78,Three Phase,Active
CON00614,Consumer_614,Residential,Tariff IA,KK Nagar,Madurai,Smart Meter,2024-01-01,41.7,Three Phase,Active
CON00615,Consumer_615,Industrial,Tariff III,Peelamedu,Chennai,Analog Meter,2024-01-01,36.54,Single Phase,Active
CON00616,Consumer_616,Industrial,Tariff III,KK Nagar,Chennai,Smart Meter,2024-01-01,7.33,Three Phase,Active
CON00617,Consumer_617,Residential,Tariff IA,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,30.98,Single Phase,Active
CON00618,Consumer_618,Residential,Tariff IA,Peelamedu,Madurai,Smart Meter,2024-01-01,44.39,Three Phase,Active
CON00619,Consumer_619,Commercial,Tariff V,KK Nagar,Coimbatore,Analog Meter,2024-01-01,59.53,Single Phase,Active
CON00620,Consumer_620,Commercial,Tariff V,Adyar,Coimbatore,Analog Meter,2024-01-01,38.12,Three Phase,Active
CON00621,Consumer_621,Residential,Tariff IA,Peelamedu,Coimbatore,Digital Meter,2024-01-01,22.85,Three Phase,Active
CON00622,Consumer_622,Residential,Tariff IA,Adyar,Chennai,Analog Meter,2024-01-01,14.34,Single Phase,Active
CON00623,Consumer_623,Residential,Tariff IA,Velachery,Coimbatore,Smart Meter,2024-01-01,52.5,Single Phase,Active
CON00624,Consumer_624,Residential,Tariff IA,Peelamedu,Coimbatore,Smart Meter,2024-01-01,49.06,Single Phase,Active
CON00625,Consumer_625,Commercial,Tariff V,Adyar,Chennai,Smart Meter,2024-01-01,14.8,Single Phase,Active
CON00626,Consumer_626,Residential,Tariff IA,Anna Nagar,Madurai,Analog Meter,2024-01-01,12.84,Three Phase,Active
CON00627,Consumer_627,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,43.19,Single Phase,Active
CON00628,Consumer_628,Commercial,Tariff V,Velachery,Coimbatore,Smart Meter,2024-01-01,19.58,Single Phase,Active
CON00629,Consumer_629,Residential,Tariff IA,Peelamedu,Chennai,Smart Meter,2024-01-01,19.08,Single Phase,Active
CON00630,Consumer_630,Residential,Tariff IA,Peelamedu,Madurai,Digital Meter,2024-01-01,9.99,Three Phase,Active
CON00631,Consumer_631,Commercial,Tariff V,Peelamedu,Coimbatore,Analog Meter,2024-01-01,16.57,Three Phase,Active
CON00632,Consumer_632,Industrial,Tariff III,Velachery,Coimbatore,Analog Meter,2024-01-01,26.22,Three Phase,Active
CON00633,Consumer_633,Residential,Tariff IA,Peelamedu,Chennai,Analog Meter,2024-01-01,44.24,Three Phase,Active
CON00634,Consumer_634,Residential,Tariff IA,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,20.84,Single Phase,Active
CON00635,Consumer_635,Residential,Tariff IA,Adyar,Madurai,Analog Meter,2024-01-01,20.39,Three Phase,Active
CON00636,Consumer_636,Residential,Tariff IA,Anna Nagar,Chennai,Digital Meter,2024-01-01,17.81,Single Phase,Active
CON00637,Consumer_637,Residential,Tariff IA,Anna Nagar,Madurai,Digital Meter,2024-01-01,29.22,Three Phase,Active
CON00638,Consumer_638,Residential,Tariff IA,Adyar,Madurai,Analog Meter,2024-01-01,11.66,Single Phase,Active
CON00639,Consumer_639,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,29.65,Single Phase,Active
