Inspection_ID,Consumer_ID,Avg_Last6Months,Current_Month_Units,Consumption_Drop_Percentage,Voltage_Anomaly,Current_Anomaly,Meter_Tamper_Flag,Night_Usage_Ratio,Transformer_Loss_Percentage,Theft_Flag
INSP002498,CON01754,972.6480259402464,1032.17,-6.12,0,0,0,0.5,6.82,0
INSP002499,CON00261,549.388339828904,570.16,-3.78,0,0,1,0.58,28.85,1
INSP002500,CON01909,661.2499427500103,661.32,-0.01,0,0,0,0.77,22.09,1
INSP002501,CON00573,270.6469977923958,267.21,1.27,0,0,1,0.54,27.54,0
INSP002502,CON01672,1072.2487839252192,1009.42,5.86,0,0,0,0.27,26.48,0
INSP002503,CON01918,210.32317588229756,209.8,0.25,0,0,1,0.41,10.2,0
INSP002504,CON00063,795.9851548805015,694.97,12.69,0,0,0,0.48,18.49,1
INSP002505,CON00891,335.20799754858825,294.55,12.13,0,0,0,0.49,28.96,0
INSP002506,CON01707,504.0342382245642,537.35,-6.61,0,0,0,0.68,23.14,0
INSP002507,CON00536,775.8091260111657,674.88,13.01,0,0,0,0.44,14.59,0
INSP002508,CON01838,570.4759699000535,607.16,-6.43,0,0,0,0.65,21.95,0
INSP002509,CON01068,807.7623423137101,334.98,58.53,1,1,0,0.74,8.54,1
INSP002510,CON00743,755.5739503452812,751.42,0.55,0,0,1,0.57,26.16,0
INSP002511,CON01331,183.48670594753742,159.38,13.14,0,0,0,0.66,10.77,1
INSP002512,CON00414,775.2548871085831,740.06,4.54,0,0,0,0.22,19.58,0
INSP002513,CON01729,581.9032678055152,569.68,2.1,0,0,0,0.66,11.15,0
INSP002514,CON00826,539.2466837074377,494.44,8.31,0,0,0,0.5,17.6,0
INSP002515,CON01587,426.7089103825462,348.07,18.43,0,0,1,0.66,29.08,0
INSP002516,CON00818,924.2535198901943,757.61,18.03,0,0,0,0.74,20.52,0
INSP002517,CON01923,400.94963594809224,430.1,-7.27,0,0,0,0.78,11.96,0
INSP002518,CON00391,239.5839878738485,241.84,-0.94,0,0,0,0.24,6.03,0
INSP002519,CON00269,1138.484238481351,1200.42,-5.44,0,0,0,0.75,16.42,0
INSP002520,CON00585,257.8777314170668,208.44,19.17,0,0,0,0.4,6.76,1
INSP002521,CON00377,209.91740138149643,91.44,56.44,1,1,0,0.27,12.92,1
INSP002522,CON00425,950.1947153559116,968.53,-1.93,0,0,0,0.59,18.5,0
INSP002523,CON00474,381.03552372495017,417.69,-9.62,0,0,0,0.39,10.91,0
INSP002524,CON01052,467.7961707289998,430.23,8.03,0,0,0,0.36,18.8,0
INSP002525,CON01617,1164.3134723277012,1186.78,-1.93,0,0,0,0.49,13.34,0
INSP002526,CON00507,527.0598371478524,448.69,14.87,0,0,0,0.74,7.78,1
INSP002527,CON00696,371.42604846317005,398.87,-7.39,0,0,0,0.62,15.78,0
INSP002528,CON00022,367.49250046986344,343.9,6.42,0,0,0,0.24,23.1,0
INSP002529,CON00673,493.0012820162499,475.45,3.56,0,0,0,0.66,12.83,0
INSP002530,CON00159,993.268989421976,1042.44,-4.95,0,0,1,0.21,21.72,0
INSP002531,CON01368,419.09929155979535,401.12,4.29,0,0,0,0.65,24.19,0
INSP002532,CON00284,1139.9576457282442,1095.73,3.88,0,0,0,0.36,29.29,0
INSP002533,CON01389,546.4604573602708,207.76,61.98,1,1,0,0.38,21.06,1
INSP002534,CON00776,313.66440390414243,325.74,-3.85,0,0,0,0.77,23.17,0
INSP002535,CON01892,277.66678948318554,281.28,-1.3,0,0,0,0.26,29.01,0
INSP002536,CON00664,608.2444583102437,560.07,7.92,0,0,0,0.72,13.77,0
INSP002537,CON00795,1100.5314230022805,1138.72,-3.47,0,0,0,0.56,9.66,1
INSP002538,CON00347,632.0586410869056,654.56,-3.56,0,0,0,0.58,29.99,0
INSP002539,CON00210,381.7090285749523,380.3,0.37,0,0,0,0.65,10.16,0
INSP002540,CON01412,787.4866258219287,751.03,4.63,0,0,0,0.78,10.33,0
INSP002541,CON00467,160.5045042880668,150.95,5.95,0,0,0,0.64,10.09,0
INSP002542,CON01353,846.2061992931232,902.9,-6.7,0,0,0,0.39,29.23,0
INSP002543,CON01061,954.6926163494456,929.3,2.66,0,0,0,0.41,19.13,0
INSP002544,CON01251,355.6289745190055,335.86,5.56,0,0,0,0.37,16.25,0
INSP002545,CON00459,339.2620434936613,113.08,66.67,1,1,1,0.51,25.98,1
INSP002546,CON00168,1093.0794068835978,1120.73,-2.53,0,0,0,0.57,20.48,0
INSP002547,CON01719,600.2717650556533,532.32,11.32,0,0,1,0.8,19.47,0
INSP002548,CON01110,264.3633774955266,254.05,3.9,0,0,0,0.34,20.61,0
INSP002549,CON01657,146.86317362444768,138.7,5.56,0,0,0,0.27,21.63,0
INSP002550,CON00694,977.5169695313768,936.95,4.15,0,0,0,0.23,20.01,0
INSP002551,CON01962,201.15803896793125,183.3,8.88,0,0,0,0.63,11.73,0
INSP002552,CON00057,598.659908136161,640.51,-6.99,0,0,0,0.74,10.24,0
INSP002553,CON00018,406.8108989138844,414.87,-1.98,0,0,1,0.32,13.25,0
INSP002554,CON00152,1034.9974128908266,1060.46,-2.46,0,0,1,0.43,24.19,0
INSP002555,CON00253,680.2863613997346,597.36,12.19,0,0,0,0.38,14.76,0
INSP002556,CON00753,924.3106886389469,915.16,0.99,0,0,0,0.77,10.85,0
INSP002557,CON00240,909.226908847417,470.8,48.22,1,1,0,0.7,29.4,1
INSP002558,CON00942,701.708973919992,643.82,8.25,0,0,0,0.26,18.37,0
INSP002559,CON01412,552.4962956741604,514.93,6.8,0,0,0,0.34,5.7,0
INSP002560,CON00691,920.7632158043831,788.08,14.41,0,0,0,0.27,28.83,0
INSP002561,CON00408,979.4695042017703,1045.68,-6.76,0,0,0,0.46,26.43,0
INSP002562,CON00123,1028.7710060941736,1096.57,-6.59,0,0,0,0.52,14.05,0
INSP002563,CON00660,987.2886818274378,967.05,2.05,0,0,1,0.4,17.7,0
INSP002564,CON00985,1008.7622661118826,900.52,10.73,0,0,0,0.62,6.15,0
INSP002565,CON01999,1011.0260897267476,935.6,7.46,0,0,0,0.52,25.12,0
INSP002566,CON01247,1043.721124840941,956.78,8.33,0,0,0,0.59,18.58,0
INSP002567,CON01201,541.5306838776384,559.51,-3.32,0,0,0,0.42,8.02,1
INSP002568,CON01444,838.7302678655631,796.37,5.05,0,0,1,0.67,6.1,0
INSP002569,CON01186,1179.6026183106437,338.66,71.29,1,1,0,0.44,18.86,1
INSP002570,CON00459,133.95852683611224,117.44,12.33,0,0,0,0.46,10.71,0
INSP002571,CON01289,706.0338150776955,589.54,16.5,0,0,0,0.56,18.5,0
INSP002572,CON01808,140.16602381733492,130.06,7.21,0,0,0,0.51,14.71,0
INSP002573,CON00821,732.0054597657029,696.36,4.87,0,0,1,0.78,21.13,0
INSP002574,CON00988,1056.214597370586,896.83,15.09,0,0,0,0.21,23.25,0
INSP002575,CON01376,959.804856363918,848.85,11.56,0,0,0,0.51,28.46,0
INSP002576,CON01386,912.6325715093471,874.39,4.19,0,0,0,0.3,17.58,0
INSP002577,CON01641,282.03949070623025,288.13,-2.16,0,0,0,0.58,9.65,0
INSP002578,CON00743,703.9590751597169,762.67,-8.34,0,0,0,0.47,24.53,0
INSP002579,CON01727,517.2393431273347,561.93,-8.64,0,0,0,0.69,17.86,0
INSP002580,CON00574,382.2854390816184,385.34,-0.8,0,0,0,0.33,8.07,0
INSP002581,CON00755,1057.2978450329406,222.03,79.0,1,1,0,0.55,24.14,1
INSP002582,CON01571,581.8555291924511,617.35,-6.1,0,0,0,0.65,24.15,0
INSP002583,CON00162,246.64760693291825,259.65,-5.27,0,0,0,0.59,28.3,0
INSP002584,CON00872,952.6865401687016,943.16,1.0,0,0,0,0.21,18.62,0
INSP002585,CON00222,274.17343420497724,236.09,13.89,0,0,0,0.62,12.56,0
INSP002586,CON00144,682.3164138705546,593.07,13.08,0,0,0,0.47,20.44,0
INSP002587,CON01426,808.6166081447922,761.96,5.77,0,0,0,0.58,10.83,0
INSP002588,CON00168,1053.3929824993502,886.54,15.84,0,0,0,0.68,13.5,0
INSP002589,CON00220,673.0831822456838,642.32,4.57,0,0,0,0.32,22.76,1
INSP002590,CON00432,150.33434198937638,165.22,-9.9,0,0,0,0.4,27.0,0
INSP002591,CON00326,832.803956470158,872.03,-4.71,0,0,0,0.41,28.68,0
INSP002592,CON00005,459.5889841683714,503.11,-9.47,0,0,0,0.45,6.12,1
INSP002593,CON01154,451.9937990423164,223.69,50.51,1,1,0,0.62,14.4,1
INSP002594,CON00058,270.23024411521203,292.52,-8.25,0,0,0,0.61,7.24,0
INSP002595,CON00012,546.7877710245965,587.41,-7.43,0,0,0,0.57,12.51,0
INSP002596,CON01820,767.1729395529954,794.79,-3.6,0,0,0,0.22,10.1,0
INSP002597,CON01909,105.06734087114499,91.89,12.54,0,0,0,0.56,11.36,0
INSP002598,CON01906,720.2003545308223,645.3,10.4,0,0,0,0.32,23.71,1
INSP002599,CON01679,1145.3373378090284,1127.24,1.58,0,0,0,0.47,17.17,0
INSP002600,CON00281,937.2451832715975,964.33,-2.89,0,0,0,0.31,21.02,0
INSP002601,CON01273,499.0586683778641,430.64,13.71,0,0,0,0.37,25.51,0
INSP002602,CON00474,1068.932582603802,1136.17,-6.29,0,0,0,0.77,11.95,1
INSP002603,CON00004,854.1974824206094,836.77,2.04,0,0,0,0.6,17.03,0
INSP002604,CON00695,316.1259544023891,295.86,6.41,0,0,0,0.68,20.54,0
INSP002605,CON01090,989.9502521686471,427.16,56.85,1,1,0,0.23,20.36,1
INSP002606,CON01917,890.8952624483339,952.9,-6.96,0,0,1,0.74,23.41,0
INSP002607,CON00786,630.4978057698121,609.44,3.34,0,0,0,0.38,21.78,0
INSP002608,CON00578,180.99444505604848,170.04,6.05,0,0,0,0.75,15.07,0
INSP002609,CON00493,240.56120362078303,239.86,0.29,0,0,0,0.24,29.96,1
INSP002610,CON01688,762.5379157179857,750.03,1.64,0,0,0,0.3,19.78,0
INSP002611,CON00820,425.27174851572306,357.82,15.86,0,0,0,0.64,17.26,0
INSP002612,CON01401,755.9389719191194,681.93,9.79,0,0,1,0.25,10.81,1
INSP002613,CON01047,205.14402373776295,169.76,17.25,0,0,0,0.33,20.69,0
INSP002614,CON00262,921.3125970008074,770.4,16.38,0,0,0,0.25,6.15,0
INSP002615,CON01129,1145.338121165842,989.92,13.57,0,0,1,0.32,29.98,0
INSP002616,CON01870,587.5932404347936,484.18,17.6,0,0,0,0.41,26.88,0
INSP002617,CON00590,1138.6553976033156,567.05,50.2,1,1,0,0.45,23.45,1
INSP002618,CON00828,523.0988298334265,457.19,12.6,0,0,0,0.4,24.25,0
INSP002619,CON01609,674.8164844817984,735.08,-8.93,0,0,0,0.69,25.18,0
INSP002620,CON00170,1142.6553346169676,985.77,13.73,0,0,0,0.43,7.72,0
INSP002621,CON01937,687.0802150876214,579.07,15.72,0,0,0,0.42,11.4,0
INSP002622,CON01718,528.6753873693578,461.22,12.76,0,0,0,0.45,25.85,1
INSP002623,CON00730,301.24264965691907,251.06,16.66,0,0,0,0.53,25.82,0
INSP002624,CON00235,1159.7435396101334,1131.33,2.45,0,0,0,0.62,22.72,0
INSP002625,CON01179,272.8728043052897,238.19,12.71,0,0,0,0.71,6.82,0
INSP002626,CON00293,733.8205818660125,729.2,0.63,0,0,0,0.21,29.7,1
INSP002627,CON01137,1141.5995825435273,1202.56,-5.34,0,0,0,0.29,8.09,0
INSP002628,CON01784,111.5575166364918,111.68,-0.11,0,0,0,0.33,20.62,1
INSP002629,CON01895,327.7956405187631,152.2,53.57,1,1,0,0.28,29.84,1
INSP002630,CON01714,462.9732259418389,434.82,6.08,0,0,0,0.44,9.14,0
INSP002631,CON00200,932.1234645273616,966.33,-3.67,0,0,0,0.21,10.3,0
INSP002632,CON00951,243.71114519519674,197.97,18.77,0,0,0,0.72,7.05,0
INSP002633,CON01836,989.6045088940579,923.2,6.71,0,0,0,0.63,11.03,0
INSP002634,CON01633,480.5859987094635,527.06,-9.67,0,0,0,0.49,16.93,0
INSP002635,CON01078,1026.434622249284,863.23,15.9,0,0,0,0.54,19.76,0
INSP002636,CON01153,1130.010894307989,1007.63,10.83,0,0,0,0.64,19.72,0
INSP002637,CON01578,485.0563739592709,472.44,2.6,0,0,0,0.6,8.1,0
INSP002638,CON00852,824.6929601870715,851.25,-3.22,0,0,0,0.44,9.79,1
INSP002639,CON00715,458.4535278768042,415.86,9.29,0,0,0,0.43,14.35,0
INSP002640,CON01196,558.0707147674376,548.36,1.74,0,0,0,0.3,21.98,0
INSP002641,CON00805,491.6709558898773,227.84,53.66,1,1,0,0.6,21.8,1
INSP002642,CON00294,456.1854819011062,427.99,6.18,0,0,0,0.62,15.35,0
INSP002643,CON00493,625.4261533667546,655.07,-4.74,0,0,0,0.22,29.86,0
INSP002644,CON00981,108.67774509797769,116.95,-7.61,0,0,0,0.39,29.16,0
INSP002645,CON00366,400.9398942382711,370.07,7.7,0,0,0,0.2,9.49,0
INSP002646,CON00962,851.0933217021859,882.58,-3.7,0,0,0,0.26,29.78,0
INSP002647,CON00408,376.2019268386775,389.86,-3.63,0,0,0,0.54,12.2,0
INSP002648,CON00582,354.1388507346956,312.56,11.74,0,0,0,0.31,19.15,0
INSP002649,CON01533,420.48765891452985,343.92,18.21,0,0,0,0.34,29.05,0
INSP002650,CON00542,1170.7822781198038,1179.68,-0.76,0,0,0,0.72,21.95,0
INSP002651,CON00848,672.2935429372674,717.67,-6.75,0,0,0,0.33,22.23,0
INSP002652,CON00740,926.8020568118819,906.97,2.14,0,0,0,0.73,20.75,0
INSP002653,CON01376,257.7408009771058,112.63,56.3,1,1,0,0.35,20.03,1
INSP002654,CON01214,414.1754837775277,414.84,-0.16,0,0,0,0.77,5.57,0
INSP002655,CON01181,947.9206060217084,782.03,17.5,0,0,0,0.64,14.66,0
INSP002656,CON00591,861.5502883589597,824.76,4.27,0,0,1,0.27,8.64,0
INSP002657,CON00177,900.3373692498399,924.83,-2.72,0,0,1,0.61,7.65,0
INSP002658,CON00297,581.4847452717511,504.38,13.26,0,0,0,0.37,8.17,0
INSP002659,CON01467,984.1539782126089,888.2,9.75,0,0,0,0.42,14.06,0
INSP002660,CON01205,895.8943056796656,832.2,7.11,0,0,0,0.22,13.35,0
INSP002661,CON00152,772.4090672365902,790.72,-2.37,0,0,0,0.76,8.82,0
INSP002662,CON00525,918.540298173071,874.91,4.75,0,0,0,0.52,22.67,0
INSP002663,CON01556,600.3799488731217,488.89,18.57,0,0,0,0.64,27.03,0
INSP002664,CON01451,296.4139149229071,248.34,16.22,0,0,0,0.45,19.75,0
INSP002665,CON00184,1066.1467857580988,557.7,47.69,1,1,0,0.75,22.96,1
INSP002666,CON00235,800.6788741405795,820.22,-2.44,0,0,0,0.58,15.39,0
INSP002667,CON00671,365.21451913218647,338.59,7.29,0,0,0,0.39,8.72,0
INSP002668,CON00162,1087.4213511177545,1170.61,-7.65,0,0,1,0.54,28.12,0
INSP002669,CON00956,1132.813387694218,1026.67,9.37,0,0,0,0.78,6.85,0
INSP002670,CON01672,563.8971540056854,506.15,10.24,0,0,1,0.29,24.68,0
INSP002671,CON01015,765.1201572456773,752.34,1.67,0,0,0,0.35,25.8,0
INSP002672,CON00279,1022.8799141586467,1084.97,-6.07,0,0,0,0.79,11.33,1
INSP002673,CON01237,857.9476635388672,933.02,-8.75,0,0,0,0.34,26.78,0
INSP002674,CON00817,561.0389827200703,563.28,-0.4,0,0,0,0.56,24.66,1
INSP002675,CON01529,162.41704343022536,149.47,7.97,0,0,0,0.61,20.34,0
INSP002676,CON00921,522.0089468912525,493.92,5.38,0,0,0,0.75,12.87,0
INSP002677,CON00856,1186.1599661846265,383.01,67.71,1,1,0,0.38,11.05,1
INSP002678,CON01010,381.33281998895825,368.56,3.35,0,0,0,0.74,27.42,0
INSP002679,CON00068,732.4024336117757,770.56,-5.21,0,0,0,0.39,15.99,0
INSP002680,CON00455,279.2367445870757,290.91,-4.18,0,0,0,0.37,5.31,0
INSP002681,CON00739,654.7355938023009,543.95,16.92,0,0,0,0.79,21.18,0
INSP002682,CON01026,858.9982571086036,764.94,10.95,0,0,0,0.65,5.5,0
INSP002683,CON00011,959.9703688136849,849.96,11.46,0,0,0,0.36,18.43,0
INSP002684,CON01145,799.3165014184224,771.34,3.5,0,0,1,0.44,23.44,0
INSP002685,CON00904,165.90853000776102,177.92,-7.24,0,0,0,0.29,23.38,0
INSP002686,CON01978,665.9994397580981,606.33,8.96,0,0,1,0.33,24.21,0
INSP002687,CON00543,575.5889272682359,502.95,12.62,0,0,1,0.25,10.84,0
INSP002688,CON00630,359.48123397021436,333.06,7.35,0,0,0,0.24,25.73,0
INSP002689,CON01320,1033.5929425334557,177.57,82.82,1,1,0,0.31,23.39,1
INSP002690,CON00879,704.5490130366701,667.98,5.19,0,0,0,0.54,9.3,0
INSP002691,CON01149,887.8644237554731,858.92,3.26,0,0,0,0.61,8.09,0
INSP002692,CON00223,1111.6765918831015,922.58,17.01,0,0,0,0.4,7.85,0
INSP002693,CON00687,263.7248938385578,285.27,-8.17,0,0,0,0.61,28.23,0
INSP002694,CON00053,983.5217276235795,999.26,-1.6,0,0,0,0.27,16.4,0
INSP002695,CON00823,719.0777047376839,583.82,18.81,0,0,0,0.73,12.39,0
INSP002696,CON00460,527.2571115114905,484.5,8.11,0,0,0,0.23,16.92,0
INSP002697,CON00547,1037.930156399931,1102.28,-6.2,0,0,0,0.22,24.87,0
INSP002698,CON01369,100.54625514816018,107.55,-6.97,0,0,0,0.55,29.58,0
INSP002699,CON00625,753.1578204534276,638.68,15.2,0,0,0,0.41,19.62,0
INSP002700,CON00159,967.8474245010904,920.62,4.88,0,0,0,0.79,17.41,0
INSP002701,CON01727,772.345022186386,275.11,64.38,1,1,0,0.61,25.12,1
INSP002702,CON01339,802.027340893105,646.03,19.45,0,0,0,0.22,17.64,0
INSP002703,CON00884,1040.9801712904075,1091.47,-4.85,0,0,0,0.43,22.24,1
INSP002704,CON01028,152.78898466777184,148.07,3.09,0,0,0,0.59,26.36,0
INSP002705,CON01482,188.140899498233,160.71,14.58,0,0,0,0.52,26.85,0
INSP002706,CON00089,1040.596951842133,857.35,17.61,0,0,0,0.5,22.48,1
INSP002707,CON00059,292.41692256539227,292.86,-0.15,0,0,0,0.39,28.88,1
INSP002708,CON01166,592.481611491609,498.16,15.92,0,0,0,0.51,17.83,0
INSP002709,CON01725,140.46322034233827,145.49,-3.58,0,0,1,0.33,5.3,0
INSP002710,CON00860,288.86643059355976,315.33,-9.16,0,0,0,0.56,17.6,1
INSP002711,CON01416,288.9965596189561,309.52,-7.1,0,0,0,0.34,5.14,1
INSP002712,CON00707,996.6734106393609,996.57,0.01,0,0,0,0.49,11.7,0
INSP002713,CON00160,606.6997499459528,265.25,56.28,1,1,0,0.68,14.02,1
INSP002714,CON01867,980.1704392765997,936.75,4.43,0,0,0,0.58,14.37,0
INSP002715,CON01312,396.40309525432957,346.42,12.61,0,0,0,0.36,20.43,0
INSP002716,CON01706,893.9982812326257,848.31,5.11,0,0,0,0.21,19.3,0
INSP002717,CON01100,635.3120535415358,571.65,10.02,0,0,0,0.61,20.01,0
INSP002718,CON01107,609.9704581654645,624.91,-2.45,0,0,0,0.55,7.21,0
INSP002719,CON00354,915.7234139029988,907.85,0.86,0,0,0,0.26,5.95,0
INSP002720,CON00891,486.2408747156865,453.03,6.83,0,0,0,0.43,14.74,0
INSP002721,CON00452,392.9258443714183,334.62,14.84,0,0,0,0.63,12.75,0
INSP002722,CON01136,672.3464427366055,580.03,13.73,0,0,0,0.51,25.65,0
INSP002723,CON01394,832.1041132823203,849.08,-2.04,0,0,0,0.7,18.87,0
INSP002724,CON00379,150.60086617375853,149.71,0.59,0,0,0,0.37,13.84,0
INSP002725,CON01541,372.94588399337647,86.49,76.81,1,1,0,0.51,8.27,1
INSP002726,CON00779,700.6825812338216,665.09,5.08,0,0,0,0.22,13.31,0
INSP002727,CON01757,709.4098496653735,649.32,8.47,0,0,1,0.56,29.36,0
INSP002728,CON00529,576.0765373255641,518.76,9.95,0,0,0,0.78,22.99,0
INSP002729,CON00654,906.8578842803882,864.14,4.71,0,0,0,0.36,6.33,0
INSP002730,CON01993,812.4847811930595,725.63,10.69,0,0,0,0.53,24.31,0
INSP002731,CON01300,940.2756640946038,798.01,15.13,0,0,0,0.59,28.49,0
INSP002732,CON00607,512.0540124496927,491.57,4.0,0,0,0,0.36,19.8,0
INSP002733,CON01428,889.1947340419119,795.38,10.55,0,0,0,0.74,11.62,1
INSP002734,CON00175,1086.3597601865697,870.17,19.9,0,0,0,0.55,12.26,0
INSP002735,CON00711,687.477436277102,654.27,4.83,0,0,0,0.65,24.19,0
INSP002736,CON00342,555.4865584118862,553.32,0.39,0,0,0,0.21,21.15,0
INSP002737,CON00510,748.6258665094526,244.43,67.35,1,1,0,0.48,12.13,1
INSP002738,CON00518,1124.9659099789299,1142.97,-1.6,0,0,0,0.54,16.46,0
INSP002739,CON00058,1153.4307457197983,1132.32,1.83,0,0,1,0.6,7.2,0
INSP002740,CON01674,637.0903626851938,557.33,12.52,0,0,0,0.4,25.73,0
INSP002741,CON00303,808.379552097918,823.9,-1.92,0,0,0,0.76,28.15,0
INSP002742,CON00327,503.64499112864496,474.69,5.75,0,0,0,0.24,8.15,1
INSP002743,CON01682,496.97949912032306,405.58,18.39,0,0,0,0.48,7.58,0
INSP002744,CON01145,645.5644394924117,590.05,8.6,0,0,0,0.35,5.58,0
INSP002745,CON01301,635.3349489581266,540.48,14.93,0,0,0,0.22,14.99,0
INSP002746,CON01604,1003.5389340173715,1011.27,-0.77,0,0,0,0.28,11.29,0
INSP002747,CON00559,182.8398624967257,153.29,16.16,0,0,0,0.6,27.31,0
INSP002748,CON01379,980.3185903996487,911.4,7.03,0,0,0,0.2,14.31,0
INSP002749,CON00220,546.480375966391,203.24,62.81,1,1,0,0.44,8.25,1
INSP002750,CON00493,816.3563111359393,838.48,-2.71,0,0,0,0.78,13.86,0
INSP002751,CON00553,960.1560054684589,955.74,0.46,0,0,0,0.79,14.13,0
INSP002752,CON01349,908.1934907765652,982.12,-8.14,0,0,0,0.51,5.15,0
INSP002753,CON01956,860.2788532853232,848.41,1.38,0,0,0,0.4,29.05,0
INSP002754,CON00998,1054.3771172203396,1122.91,-6.5,0,0,0,0.68,20.85,0
INSP002755,CON00201,141.1004591371478,126.24,10.53,0,0,0,0.37,14.28,0
INSP002756,CON00572,833.1268899688481,876.28,-5.18,0,0,0,0.38,23.53,0
INSP002757,CON00963,890.9427770686385,877.67,1.49,0,0,0,0.43,12.21,0
INSP002758,CON01779,733.428759594804,774.94,-5.66,0,0,0,0.22,5.81,0
INSP002759,CON01518,233.17873909012275,227.0,2.65,0,0,0,0.44,27.29,0
INSP002760,CON00463,540.5062120202756,577.69,-6.88,0,0,0,0.31,22.08,0
INSP002761,CON00877,708.1231603996196,315.33,55.47,1,1,0,0.63,11.81,1
INSP002762,CON00830,339.64594405857997,363.05,-6.89,0,0,0,0.27,19.26,0
INSP002763,CON00688,1073.5293835948987,1021.68,4.83,0,0,0,0.52,27.5,0
INSP002764,CON01800,728.9472291530078,728.36,0.08,0,0,0,0.78,28.23,0
INSP002765,CON01623,238.31963085728984,244.87,-2.75,0,0,0,0.7,28.9,0
INSP002766,CON00075,193.00074969408075,186.82,3.2,0,0,0,0.26,14.05,0
INSP002767,CON00535,612.2525587857699,616.23,-0.65,0,0,0,0.36,22.77,0
INSP002768,CON00684,177.73458861121105,170.61,4.01,0,0,0,0.72,11.11,0
INSP002769,CON01196,811.2842035974857,799.52,1.45,0,0,1,0.2,10.11,0
INSP002770,CON00967,992.8167312966309,862.46,13.13,0,0,0,0.24,9.39,0
INSP002771,CON00058,796.1744704960278,672.77,15.5,0,0,0,0.38,26.24,0
INSP002772,CON00950,151.37931646819663,163.13,-7.76,0,0,0,0.55,28.08,0
INSP002773,CON00750,178.71773659410215,60.01,66.42,1,1,0,0.41,28.19,0
INSP002774,CON00786,233.9474108459105,252.94,-8.12,0,0,0,0.65,25.54,0
INSP002775,CON01728,1086.04259651523,885.56,18.46,0,0,0,0.73,23.73,0
INSP002776,CON01817,992.7704752549975,1005.48,-1.28,0,0,0,0.72,12.08,0
INSP002777,CON01244,684.5978908207732,628.32,8.22,0,0,0,0.51,15.83,1
INSP002778,CON01405,340.71408200920564,355.88,-4.45,0,0,0,0.38,16.14,0
INSP002779,CON00572,1188.8479532204553,1221.18,-2.72,0,0,0,0.37,15.33,0
INSP002780,CON01142,616.5264092931592,671.09,-8.85,0,0,0,0.35,27.64,1
INSP002781,CON01276,1099.0945411365797,1030.29,6.26,0,0,0,0.6,8.52,0
INSP002782,CON00407,344.6018379301906,370.65,-7.56,0,0,0,0.45,27.71,0
INSP002783,CON00796,823.9648353350465,821.9,0.25,0,0,0,0.61,27.04,0
INSP002784,CON01595,982.6750635106246,946.71,3.66,0,0,0,0.36,11.2,1
INSP002785,CON01141,963.9891568160614,232.13,75.92,1,1,0,0.7,8.3,0
INSP002786,CON01621,779.6762187466824,725.88,6.9,0,0,0,0.6,10.38,0
INSP002787,CON01446,879.7539735826309,860.66,2.17,0,0,0,0.75,6.0,0
INSP002788,CON01659,245.1328937677503,216.62,11.63,0,0,0,0.42,9.01,0
INSP002789,CON01859,327.00190955610026,311.89,4.62,0,0,0,0.72,26.33,1
INSP002790,CON01540,298.2867610366029,301.99,-1.24,0,0,0,0.38,10.73,0
INSP002791,CON00775,702.2574732127845,642.0,8.58,0,0,1,0.36,19.37,0
INSP002792,CON01580,684.6131942280134,629.36,8.07,0,0,0,0.4,16.33,1
INSP002793,CON01594,1118.0495357700688,1116.04,0.18,0,0,0,0.43,28.47,0
INSP002794,CON00618,935.5558024851122,942.1,-0.7,0,0,0,0.41,20.15,0
INSP002795,CON01817,294.9806757195284,279.41,5.28,0,0,0,0.78,21.84,0
INSP002796,CON01206,284.5126335067269,285.76,-0.44,0,0,0,0.69,21.3,0
INSP002797,CON00819,378.87570545321114,156.25,58.76,1,1,0,0.45,9.22,1
INSP002798,CON00774,1198.9838257477793,1235.31,-3.03,0,0,0,0.33,29.15,0
INSP002799,CON00684,286.7318257722898,292.84,-2.13,0,0,0,0.31,9.02,1
INSP002800,CON01346,514.3108888868264,506.9,1.44,0,0,0,0.52,9.15,0
INSP002801,CON01563,444.6563772169201,406.24,8.64,0,0,0,0.63,12.93,1
INSP002802,CON01886,102.88090216230135,102.38,0.49,0,0,0,0.33,19.93,0
INSP002803,CON01977,411.0611199428949,421.38,-2.51,0,0,0,0.41,6.97,0
INSP002804,CON01593,330.9714608669469,264.88,19.97,0,0,0,0.24,12.82,1
INSP002805,CON00113,1174.2404446039002,1087.35,7.4,0,0,0,0.53,22.13,0
INSP002806,CON01744,899.7694736227968,804.21,10.62,0,0,0,0.39,10.29,0
INSP002807,CON00059,987.1962505774089,805.65,18.39,0,0,0,0.28,16.8,0
INSP002808,CON01319,1028.70470008942,1010.29,1.79,0,0,0,0.46,5.8,0
INSP002809,CON01267,371.09791876302546,193.97,47.73,1,1,0,0.51,10.18,1
INSP002810,CON00443,1093.2226468687604,1126.57,-3.05,0,0,0,0.4,18.54,0
INSP002811,CON00585,697.3761289049058,627.15,10.07,0,0,0,0.72,6.73,0
INSP002812,CON00166,182.0584031021732,157.19,13.66,0,0,0,0.53,6.16,0
INSP002813,CON00422,766.5668347127692,659.09,14.02,0,0,0,0.39,26.28,0
INSP002814,CON01076,215.34847047818022,197.58,8.25,0,0,0,0.61,10.76,1
INSP002815,CON01168,699.7674488623836,703.76,-0.57,0,0,0,0.72,18.45,0
INSP002816,CON01450,687.9335679272513,589.63,14.29,0,0,0,0.73,11.2,0
