Outage_ID,Feeder_ID,Start_Time,End_Time,Duration_Minutes,Cause,Area
OUT00275,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,46,Equipment Failure,Adyar
OUT00276,FDR049,2026-03-15 10:00:00,2026-03-15 11:15:00,91,Line Fault,Adyar
OUT00277,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,134,Equipment Failure,Adyar
OUT00278,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,92,Line Fault,Velachery
OUT00279,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,158,Weather,Adyar
OUT00280,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,173,Weather,Adyar
OUT00281,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,45,Equipment Failure,Anna Nagar
OUT00282,FDR042,2026-03-15 10:00:00,2026-03-15 11:15:00,33,Weather,Velachery
OUT00283,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,98,Line Fault,Anna Nagar
OUT00284,FDR035,2026-03-15 10:00:00,2026-03-15 11:15:00,144,Equipment Failure,Adyar
OUT00285,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,53,Line Fault,Velachery
OUT00286,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,147,Equipment Failure,Anna Nagar
OUT00287,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,131,Weather,Velachery
OUT00288,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,54,Weather,Adyar
OUT00289,FDR035,2026-03-15 10:00:00,2026-03-15 11:15:00,101,Line Fault,Adyar
OUT00290,FDR049,2026-03-15 10:00:00,2026-03-15 11:15:00,135,Line Fault,Adyar
OUT00291,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,17,Equipment Failure,Velachery
OUT00292,FDR035,2026-03-15 10:00:00,2026-03-15 11:15:00,60,Weather,Velachery
OUT00293,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,172,Weather,Anna Nagar
OUT00294,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,110,Equipment Failure,Adyar
OUT00295,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,149,Line Fault,Velachery
OUT00296,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,22,Equipment Failure,Adyar
OUT00297,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,46,Line Fault,Anna Nagar
OUT00298,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,56,Equipment Failure,Adyar
OUT00299,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,137,Weather,Adyar
OUT00300,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,106,Weather,Velachery
OUT00301,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,79,Weather,Velachery
OUT00302,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,25,Weather,Adyar
OUT00303,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,160,Line Fault,Anna Nagar
OUT00304,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,150,Equipment Failure,Velachery
OUT00305,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,98,Equipment Failure,Velachery
OUT00306,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,62,Line Fault,Velachery
OUT00307,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,53,Weather,Anna Nagar
OUT00308,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,84,Equipment Failure,Anna Nagar
OUT00309,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,121,Equipment Failure,Anna Nagar
OUT00310,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,157,Equipment Failure,Adyar
OUT00311,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,42,Weather,Anna Nagar
OUT00312,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,98,Equipment Failure,Anna Nagar
OUT00313,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,38,Equipment Failure,Anna Nagar
OUT00314,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,161,Line Fault,Anna Nagar
OUT00315,FDR042,2026-03-15 10:00:00,2026-03-15 11:15:00,179,Equipment Failure,Velachery
OUT00316,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,33,Weather,Velachery
OUT00317,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,177,Equipment Failure,Adyar
OUT00318,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,101,Weather,Adyar
OUT00319,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,75,Weather,Anna Nagar
OUT00320,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,57,Equipment Failure,Anna Nagar
OUT00321,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,20,Weather,Velachery
OUT00322,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,153,Equipment Failure,Anna Nagar
OUT00323,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,163,Line Fault,Velachery
OUT00324,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,93,Weather,Adyar
OUT00325,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,132,Equipment Failure,Anna Nagar
OUT00326,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,160,Equipment Failure,Anna Nagar
OUT00327,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,25,Equipment Failure,Velachery
OUT00328,FDR039,2026-03-15 10:00:00,2026-03-15 11:15:00,108,Line Fault,Adyar
OUT00329,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,73,Line Fault,Adyar
OUT00330,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,50,Equipment Failure,Adyar
OUT00331,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,84,Equipment Failure,Anna Nagar
OUT00332,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,73,Equipment Failure,Anna Nagar
OUT00333,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,179,Line Fault,Velachery
OUT00334,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,110,Weather,Velachery
OUT00335,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,128,Line Fault,Anna Nagar
OUT00336,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,106,Line Fault,Velachery
OUT00337,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,20,Line Fault,Adyar
OUT00338,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,118,Weather,Velachery
OUT00339,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,27,Weather,Adyar
OUT00340,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,91,Weather,Velachery
OUT00341,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,107,Weather,Adyar
OUT00342,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,93,Weather,Adyar
OUT00343,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,46,Weather,Adyar
OUT00344,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,177,Weather,Anna Nagar
OUT00345,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,21,Equipment Failure,Adyar
OUT00346,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,122,Line Fault,Adyar
OUT00347,FDR037,2026-03-15 10:00:00,2026-03-15 11:15:00,23,Equipment Failure,Adyar
OUT00348,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,172,Weather,Adyar
OUT00349,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,89,Line Fault,Velachery
OUT00350,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,143,Line Fault,Velachery
OUT00351,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,36,Line Fault,Adyar
OUT00352,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,150,Equipment Failure,Anna Nagar
OUT00353,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,151,Weather,Adyar
OUT00354,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,179,Weather,Velachery
OUT00355,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,71,Equipment Failure,Velachery
OUT00356,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,142,Line Fault,Anna Nagar
OUT00357,FDR023,2026-03-15 10:00:00,2026-03-15 11:15:00,125,Line Fault,Adyar
OUT00358,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,65,Equipment Failure,Adyar
OUT00359,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,90,Equipment Failure,Velachery
OUT00360,FDR049,2026-03-15 10:00:00,2026-03-15 11:15:00,78,Line Fault,Adyar
OUT00361,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,64,Weather,Adyar
OUT00362,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,60,Line Fault,Anna Nagar
OUT00363,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,120,Weather,Adyar
OUT00364,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,75,Equipment Failure,Velachery
OUT00365,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,176,Equipment Failure,Velachery
OUT00366,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,127,Line Fault,Adyar
OUT00367,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,74,Line Fault,Anna Nagar
OUT00368,FDR037,2026-03-15 10:00:00,2026-03-15 11:15:00,44,Line Fault,Adyar
OUT00369,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,141,Equipment Failure,Adyar
OUT00370,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,38,Weather,Adyar
OUT00371,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,64,Equipment Failure,Anna Nagar
OUT00372,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,62,Weather,Adyar
OUT00373,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,18,Equipment Failure,Anna Nagar
OUT00374,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,155,Line Fault,Velachery
OUT00375,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,85,Weather,Anna Nagar
OUT00376,FDR049,2026-03-15 10:00:00,2026-03-15 11:15:00,143,Line Fault,Anna Nagar
OUT00377,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,66,Weather,Adyar
OUT00378,FDR012,2026-03-15 10:00:00,2026-03-15 11:15:00,174,Weather,Adyar
OUT00379,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,91,Line Fault,Adyar
OUT00380,FDR042,2026-03-15 10:00:00,2026-03-15 11:15:00,149,Weather,Velachery
OUT00381,FDR042,2026-03-15 10:00:00,2026-03-15 11:15:00,169,Equipment Failure,Anna Nagar
OUT00382,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,99,Weather,Adyar
OUT00383,FDR042,2026-03-15 10:00:00,2026-03-15 11:15:00,68,Line Fault,Adyar
OUT00384,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,55,Weather,Velachery
OUT00385,FDR012,2026-03-15 10:00:00,2026-03-15 11:15:00,89,Equipment Failure,Anna Nagar
OUT00386,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,138,Weather,Anna Nagar
OUT00387,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,63,Equipment Failure,Velachery
OUT00388,FDR011,2026-03-15 10:00:00,2026-03-15 11:15:00,123,Weather,Velachery
OUT00389,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,162,Equipment Failure,Anna Nagar
OUT00390,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,45,Equipment Failure,Anna Nagar
OUT00391,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,76,Equipment Failure,Velachery
OUT00392,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,18,Weather,Adyar
OUT00393,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,135,Line Fault,Anna Nagar
OUT00394,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,166,Equipment Failure,Adyar
OUT00395,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,121,Equipment Failure,Velachery
OUT00396,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,126,Equipment Failure,Adyar
OUT00397,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,133,Equipment Failure,Velachery
OUT00398,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,108,Equipment Failure,Adyar
OUT00399,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,160,Line Fault,Velachery
OUT00400,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,49,Weather,Anna Nagar
OUT00401,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,135,Equipment Failure,Adyar
OUT00402,FDR031,2026-03-15 10:00:00,2026-03-15 11:15:00,130,Weather,Adyar
OUT00403,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,55,Line Fault,Anna Nagar
OUT00404,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,168,Line Fault,Anna Nagar
OUT00405,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,178,Equipment Failure,Anna Nagar
OUT00406,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,130,Line Fault,Anna Nagar
OUT00407,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,114,Line Fault,Adyar
OUT00408,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,99,Equipment Failure,Adyar
OUT00409,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,130,Line Fault,Adyar
OUT00410,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,35,Weather,Adyar
OUT00411,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,166,Equipment Failure,Anna Nagar
OUT00412,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,160,Line Fault,Adyar
OUT00413,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,143,Weather,Adyar
OUT00414,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,60,Line Fault,Adyar
OUT00415,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,166,Line Fault,Velachery
OUT00416,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,152,Weather,Velachery
OUT00417,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,31,Line Fault,Velachery
OUT00418,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,44,Weather,Velachery
OUT00419,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,167,Weather,Adyar
OUT00420,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,149,Weather,Velachery
OUT00421,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,148,Equipment Failure,Adyar
OUT00422,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,101,Weather,Adyar
OUT00423,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,51,Weather,Adyar
OUT00424,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,157,Line Fault,Adyar
OUT00425,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,142,Weather,Velachery
OUT00426,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,74,Weather,Adyar
OUT00427,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,80,Line Fault,Adyar
OUT00428,FDR031,2026-03-15 10:00:00,2026-03-15 11:15:00,118,Line Fault,Adyar
OUT00429,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,102,Equipment Failure,Anna Nagar
OUT00430,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,173,Weather,Anna Nagar
OUT00431,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,32,Line Fault,Adyar
OUT00432,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,28,Equipment Failure,Velachery
OUT00433,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,44,Weather,Anna Nagar
OUT00434,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,100,Equipment Failure,Velachery
OUT00435,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,15,Equipment Failure,Adyar
OUT00436,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,26,Line Fault,Anna Nagar
OUT00437,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,15,Line Fault,Velachery
OUT00438,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,164,Equipment Failure,Anna Nagar
OUT00439,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,41,Equipment Failure,Anna Nagar
OUT00440,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,23,Line Fault,Velachery
OUT00441,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,119,Weather,Velachery
OUT00442,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,172,Line Fault,Anna Nagar
OUT00443,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,105,Line Fault,Anna Nagar
OUT00444,FDR037,2026-03-15 10:00:00,2026-03-15 11:15:00,71,Equipment Failure,Adyar
OUT00445,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,175,Weather,Velachery
OUT00446,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,47,Weather,Anna Nagar
OUT00447,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,16,Weather,Velachery
OUT00448,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,24,Equipment Failure,Velachery
OUT00449,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,59,Weather,Velachery
OUT00450,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,25,Weather,Anna Nagar
OUT00451,FDR049,2026-03-15 10:00:00,2026-03-15 11:15:00,73,Weather,Velachery
OUT00452,FDR049,2026-03-15 10:00:00,2026-03-15 11:15:00,117,Equipment Failure,Velachery
OUT00453,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,71,Equipment Failure,Adyar
OUT00454,FDR037,2026-03-15 10:00:00,2026-03-15 11:15:00,15,Equipment Failure,Velachery
OUT00455,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,88,Line Fault,Adyar
OUT00456,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,119,Line Fault,Adyar
OUT00457,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,78,Equipment Failure,Anna Nagar
OUT00458,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,179,Equipment Failure,Adyar
OUT00459,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,39,Equipment Failure,Adyar
OUT00460,FDR042,2026-03-15 10:00:00,2026-03-15 11:15:00,22,Weather,Velachery
OUT00461,FDR023,2026-03-15 10:00:00,2026-03-15 11:15:00,19,Equipment Failure,Adyar
OUT00462,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,53,Equipment Failure,Velachery
OUT00463,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,171,Line Fault,Adyar
OUT00464,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,58,Weather,Adyar
OUT00465,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,54,Line Fault,Velachery
OUT00466,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,165,Equipment Failure,Anna Nagar
OUT00467,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,177,Weather,Anna Nagar
OUT00468,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,57,Equipment Failure,Velachery
OUT00469,FDR049,2026-03-15 10:00:00,2026-03-15 11:15:00,75,Equipment Failure,Adyar
OUT00470,FDR039,2026-03-15 10:00:00,2026-03-15 11:15:00,44,Equipment Failure,Velachery
OUT00471,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,158,Line Fault,Adyar
OUT00472,FDR035,2026-03-15 10:00:00,2026-03-15 11:15:00,123,Equipment Failure,Velachery
OUT00473,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,33,Equipment Failure,Anna Nagar
OUT00474,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,120,Equipment Failure,Anna Nagar
OUT00475,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,43,Weather,Adyar
OUT00476,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,175,Line Fault,Adyar
OUT00477,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,110,Weather,Adyar
OUT00478,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,103,Weather,Adyar
OUT00479,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,43,Weather,Anna Nagar
OUT00480,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,52,Weather,Adyar
OUT00481,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,16,Weather,Velachery
OUT00482,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,123,Line Fault,Velachery
OUT00483,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,121,Line Fault,Adyar
OUT00484,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,44,Line Fault,Velachery
OUT00485,FDR039,2026-03-15 10:00:00,2026-03-15 11:15:00,128,Weather,Velachery
OUT00486,FDR035,2026-03-15 10:00:00,2026-03-15 11:15:00,141,Line Fault,Velachery
OUT00487,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,86,Weather,Adyar
OUT00488,FDR042,2026-03-15 10:00:00,2026-03-15 11:15:00,19,Weather,Anna Nagar
OUT00489,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,72,Line Fault,Anna Nagar
OUT00490,FDR031,2026-03-15 10:00:00,2026-03-15 11:15:00,83,Equipment Failure,Adyar
OUT00491,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,107,Line Fault,Adyar
OUT00492,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,111,Equipment Failure,Anna Nagar
OUT00493,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,104,Equipment Failure,Velachery
OUT00494,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,127,Equipment Failure,Anna Nagar
OUT00495,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,110,Equipment Failure,Anna Nagar
OUT00496,FDR042,2026-03-15 10:00:00,2026-03-15 11:15:00,109,Equipment Failure,Adyar
OUT00497,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,64,Weather,Anna Nagar
OUT00498,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,169,Line Fault,Anna Nagar
OUT00499,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,178,Line Fault,Velachery
OUT00500,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,167,Line Fault,Anna Nagar
OUT00501,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,52,Weather,Velachery
OUT00502,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,36,Line Fault,Anna Nagar
OUT00503,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,41,Weather,Anna Nagar
OUT00504,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,113,Weather,Velachery
OUT00505,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,167,Equipment Failure,Anna Nagar
OUT00506,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,68,Equipment Failure,Velachery
OUT00507,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,17,Weather,Adyar
OUT00508,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,25,Equipment Failure,Adyar
OUT00509,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,125,Weather,Anna Nagar
OUT00510,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,17,Weather,Velachery
OUT00511,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,134,Weather,Adyar
OUT00512,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,166,Weather,Velachery
OUT00513,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,100,Equipment Failure,Velachery
OUT00514,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,130,Weather,Anna Nagar
OUT00515,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,156,Equipment Failure,Adyar
OUT00516,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,68,Line Fault,Velachery
OUT00517,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,64,Line Fault,Velachery
OUT00518,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,26,Weather,Anna Nagar
OUT00519,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,159,Equipment Failure,Anna Nagar
OUT00520,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,120,Line Fault,Anna Nagar
OUT00521,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,137,Weather,Anna Nagar
OUT00522,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,32,Weather,Adyar
OUT00523,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,134,Equipment Failure,Velachery
OUT00524,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,142,Line Fault,Adyar
OUT00525,FDR011,2026-03-15 10:00:00,2026-03-15 11:15:00,22,Weather,Anna Nagar
OUT00526,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,79,Weather,Adyar
OUT00527,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,120,Weather,Anna Nagar
OUT00528,FDR023,2026-03-15 10:00:00,2026-03-15 11:15:00,100,Weather,Velachery
OUT00529,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,166,Line Fault,Velachery
OUT00530,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,17,Weather,Anna Nagar
OUT00531,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,37,Weather,Anna Nagar
OUT00532,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,52,Equipment Failure,Velachery
OUT00533,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,61,Line Fault,Velachery
OUT00534,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,166,Equipment Failure,Adyar
OUT00535,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,63,Line Fault,Velachery
OUT00536,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,168,Weather,Adyar
OUT00537,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,36,Weather,Velachery
OUT00538,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,178,Equipment Failure,Velachery
OUT00539,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,49,Equipment Failure,Anna Nagar
OUT00540,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,122,Equipment Failure,Velachery
OUT00541,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,71,Equipment Failure,Adyar
OUT00542,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,92,Equipment Failure,Velachery
OUT00543,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,91,Line Fault,Velachery
OUT00544,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,163,Equipment Failure,Velachery
OUT00545,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,114,Line Fault,Velachery
OUT00546,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,162,Equipment Failure,Adyar
OUT00547,FDR035,2026-03-15 10:00:00,2026-03-15 11:15:00,70,Equipment Failure,Anna Nagar
OUT00548,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,112,Line Fault,Adyar
