Load_ID,Transformer_ID,Date_Time,Load_KW,Voltage,Temperature,Utilization_Percentage
LD000863,TX0085,2026-04-01 12:00:00,356.5,415.7,55.0,59.13
LD000864,TX0051,2026-04-01 12:00:00,316.65,409.3,76.6,52.97
LD000865,TX0098,2026-04-01 12:00:00,46.27,405.9,55.8,49.95
LD000866,TX0004,2026-04-01 12:00:00,114.58,428.8,80.4,62.59
LD000867,TX0043,2026-04-01 12:00:00,325.24,401.7,51.5,68.02
LD000868,TX0007,2026-04-01 12:00:00,330.5,427.9,82.4,63.22
LD000869,TX0094,2026-04-01 12:00:00,214.57,406.4,63.1,55.14
LD000870,TX0045,2026-04-01 12:00:00,341.71,429.3,57.8,78.34
LD000871,TX0099,2026-04-01 12:00:00,347.58,401.2,81.6,56.56
LD000872,TX0018,2026-04-01 12:00:00,333.21,404.0,77.6,68.24
LD000873,TX0099,2026-04-01 12:00:00,312.59,400.3,73.6,85.47
LD000874,TX0095,2026-04-01 12:00:00,336.46,400.4,64.8,62.14
LD000875,TX0001,2026-04-01 12:00:00,81.88,427.8,57.9,94.31
LD000876,TX0048,2026-04-01 12:00:00,227.04,423.0,51.1,61.29
LD000877,TX0058,2026-04-01 12:00:00,197.84,426.9,83.8,59.38
LD000878,TX0039,2026-04-01 12:00:00,60.14,400.9,63.6,64.18
LD000879,TX0011,2026-04-01 12:00:00,396.38,402.0,79.4,59.1
LD000880,TX0069,2026-04-01 12:00:00,232.12,429.8,64.4,76.55
LD000881,TX0055,2026-04-01 12:00:00,339.92,414.7,67.3,82.21
LD000882,TX0035,2026-04-01 12:00:00,194.47,404.1,63.7,55.26
LD000883,TX0027,2026-04-01 12:00:00,154.8,413.4,83.0,47.28
LD000884,TX0066,2026-04-01 12:00:00,225.98,403.1,53.1,76.03
LD000885,TX0094,2026-04-01 12:00:00,92.24,429.4,46.6,51.55
LD000886,TX0054,2026-04-01 12:00:00,106.96,421.5,68.3,71.9
LD000887,TX0011,2026-04-01 12:00:00,61.03,406.0,56.5,71.73
LD000888,TX0086,2026-04-01 12:00:00,349.02,416.9,58.1,57.27
LD000889,TX0083,2026-04-01 12:00:00,235.65,421.7,82.8,76.87
LD000890,TX0083,2026-04-01 12:00:00,395.07,422.2,81.4,67.67
LD000891,TX0006,2026-04-01 12:00:00,337.87,409.0,47.9,40.12
LD000892,TX0058,2026-04-01 12:00:00,239.17,402.3,84.4,74.22
LD000893,TX0093,2026-04-01 12:00:00,230.6,426.4,56.1,57.51
LD000894,TX0032,2026-04-01 12:00:00,220.99,427.9,48.3,72.1
LD000895,TX0041,2026-04-01 12:00:00,60.29,416.3,53.4,66.09
LD000896,TX0037,2026-04-01 12:00:00,59.39,425.9,78.9,79.26
LD000897,TX0051,2026-04-01 12:00:00,216.22,416.2,80.2,48.28
LD000898,TX0022,2026-04-01 12:00:00,363.86,407.8,58.7,62.04
LD000899,TX0007,2026-04-01 12:00:00,273.89,419.7,70.2,59.84
LD000900,TX0029,2026-04-01 12:00:00,231.32,417.0,53.6,75.53
LD000901,TX0040,2026-04-01 12:00:00,261.48,427.2,51.9,59.57
LD000902,TX0040,2026-04-01 12:00:00,152.82,428.3,83.5,44.84
LD000903,TX0053,2026-04-01 12:00:00,165.81,413.2,79.1,56.6
LD000904,TX0027,2026-04-01 12:00:00,306.5,405.2,81.4,90.46
LD000905,TX0074,2026-04-01 12:00:00,115.14,423.6,80.3,87.83
LD000906,TX0068,2026-04-01 12:00:00,101.59,407.0,80.0,43.08
LD000907,TX0043,2026-04-01 12:00:00,226.81,417.5,63.9,80.62
LD000908,TX0020,2026-04-01 12:00:00,306.84,420.1,75.9,63.44
LD000909,TX0044,2026-04-01 12:00:00,150.36,425.5,66.8,72.16
LD000910,TX0026,2026-04-01 12:00:00,189.45,406.2,47.2,65.88
LD000911,TX0072,2026-04-01 12:00:00,237.84,425.1,50.4,80.75
LD000912,TX0045,2026-04-01 12:00:00,359.76,415.3,59.6,58.02
LD000913,TX0036,2026-04-01 12:00:00,265.31,415.9,57.9,78.85
LD000914,TX0038,2026-04-01 12:00:00,347.54,428.1,68.3,72.55
LD000915,TX0006,2026-04-01 12:00:00,179.18,411.4,59.0,88.39
LD000916,TX0058,2026-04-01 12:00:00,251.57,400.9,63.1,65.81
LD000917,TX0030,2026-04-01 12:00:00,274.26,408.0,61.8,66.01
LD000918,TX0032,2026-04-01 12:00:00,369.15,423.0,60.8,46.04
LD000919,TX0056,2026-04-01 12:00:00,330.48,425.5,64.8,42.93
LD000920,TX0010,2026-04-01 12:00:00,92.64,415.1,78.7,64.61
LD000921,TX0099,2026-04-01 12:00:00,282.04,414.0,66.7,69.45
LD000922,TX0027,2026-04-01 12:00:00,58.76,410.6,77.8,47.73
LD000923,TX0089,2026-04-01 12:00:00,397.66,424.9,52.7,88.52
LD000924,TX0050,2026-04-01 12:00:00,187.24,412.5,66.8,48.01
LD000925,TX0093,2026-04-01 12:00:00,280.58,407.4,73.5,74.17
LD000926,TX0078,2026-04-01 12:00:00,107.57,421.7,60.1,76.6
LD000927,TX0037,2026-04-01 12:00:00,321.46,415.5,77.4,60.69
LD000928,TX0060,2026-04-01 12:00:00,290.25,402.4,70.0,44.75
LD000929,TX0071,2026-04-01 12:00:00,166.06,420.4,45.2,62.79
LD000930,TX0047,2026-04-01 12:00:00,169.59,412.3,77.8,43.74
LD000931,TX0036,2026-04-01 12:00:00,285.21,425.6,51.8,41.04
LD000932,TX0068,2026-04-01 12:00:00,172.55,428.3,79.2,75.89
LD000933,TX0045,2026-04-01 12:00:00,381.9,429.0,74.5,67.14
LD000934,TX0070,2026-04-01 12:00:00,156.91,429.7,73.4,43.53
LD000935,TX0049,2026-04-01 12:00:00,136.1,425.7,72.9,73.05
LD000936,TX0084,2026-04-01 12:00:00,313.91,411.0,54.8,50.5
LD000937,TX0027,2026-04-01 12:00:00,77.54,407.7,84.6,73.03
LD000938,TX0038,2026-04-01 12:00:00,242.63,406.1,68.4,83.83
LD000939,TX0060,2026-04-01 12:00:00,264.44,422.2,68.0,78.62
LD000940,TX0071,2026-04-01 12:00:00,150.87,419.2,77.2,66.25
LD000941,TX0087,2026-04-01 12:00:00,382.37,417.3,49.7,41.35
LD000942,TX0041,2026-04-01 12:00:00,189.78,412.4,79.4,75.96
LD000943,TX0080,2026-04-01 12:00:00,140.83,423.1,69.2,93.09
LD000944,TX0065,2026-04-01 12:00:00,286.37,412.2,48.2,46.38
LD000945,TX0031,2026-04-01 12:00:00,299.64,413.4,66.2,45.87
LD000946,TX0044,2026-04-01 12:00:00,193.69,410.1,80.5,79.91
LD000947,TX0019,2026-04-01 12:00:00,105.28,414.1,81.6,80.49
LD000948,TX0031,2026-04-01 12:00:00,267.45,403.7,70.4,82.59
LD000949,TX0100,2026-04-01 12:00:00,129.54,427.5,66.0,93.29
LD000950,TX0091,2026-04-01 12:00:00,120.12,422.5,65.2,45.21
LD000951,TX0078,2026-04-01 12:00:00,248.04,416.9,51.6,58.9
LD000952,TX0100,2026-04-01 12:00:00,394.97,426.0,52.3,57.15
LD000953,TX0029,2026-04-01 12:00:00,289.36,404.2,73.2,52.71
LD000954,TX0024,2026-04-01 12:00:00,331.68,404.0,73.0,77.06
LD000955,TX0030,2026-04-01 12:00:00,296.7,423.1,45.1,58.58
LD000956,TX0034,2026-04-01 12:00:00,174.1,411.4,59.0,47.61
LD000957,TX0056,2026-04-01 12:00:00,366.46,423.4,74.0,76.45
LD000958,TX0055,2026-04-01 12:00:00,331.11,423.9,50.6,49.46
LD000959,TX0098,2026-04-01 12:00:00,288.74,427.4,74.9,88.04
LD000960,TX0071,2026-04-01 12:00:00,234.88,409.5,59.7,83.37
LD000961,TX0096,2026-04-01 12:00:00,170.23,401.6,82.6,79.83
LD000962,TX0035,2026-04-01 12:00:00,201.85,414.5,82.2,58.74
LD000963,TX0066,2026-04-01 12:00:00,151.78,402.5,52.8,78.0
LD000964,TX0031,2026-04-01 12:00:00,371.25,415.5,77.5,75.0
LD000965,TX0057,2026-04-01 12:00:00,158.32,426.1,58.6,56.22
LD000966,TX0038,2026-04-01 12:00:00,377.53,416.1,59.8,44.4
LD000967,TX0090,2026-04-01 12:00:00,199.53,405.6,79.2,83.27
LD000968,TX0016,2026-04-01 12:00:00,341.49,406.8,65.6,41.3
LD000969,TX0040,2026-04-01 12:00:00,130.52,426.1,73.7,51.72
LD000970,TX0052,2026-04-01 12:00:00,387.46,425.4,57.8,56.57
LD000971,TX0066,2026-04-01 12:00:00,362.96,413.9,76.2,46.87
LD000972,TX0039,2026-04-01 12:00:00,291.76,422.9,74.2,48.96
LD000973,TX0008,2026-04-01 12:00:00,370.95,400.5,83.3,42.59
LD000974,TX0056,2026-04-01 12:00:00,263.71,426.0,52.5,93.09
LD000975,TX0075,2026-04-01 12:00:00,45.18,405.9,54.7,74.96
LD000976,TX0072,2026-04-01 12:00:00,130.5,407.1,84.8,81.68
LD000977,TX0061,2026-04-01 12:00:00,72.18,416.2,70.4,59.87
LD000978,TX0026,2026-04-01 12:00:00,63.65,413.9,50.4,80.55
LD000979,TX0083,2026-04-01 12:00:00,209.43,404.3,74.4,72.04
LD000980,TX0092,2026-04-01 12:00:00,391.72,421.0,51.7,82.39
LD000981,TX0004,2026-04-01 12:00:00,181.8,417.3,65.3,81.75
LD000982,TX0075,2026-04-01 12:00:00,388.28,427.2,83.1,76.13
LD000983,TX0098,2026-04-01 12:00:00,360.74,429.0,65.6,78.56
LD000984,TX0075,2026-04-01 12:00:00,103.31,411.7,69.0,63.82
LD000985,TX0066,2026-04-01 12:00:00,358.06,411.5,62.1,70.23
LD000986,TX0007,2026-04-01 12:00:00,132.7,425.6,77.4,50.72
LD000987,TX0011,2026-04-01 12:00:00,58.9,403.6,52.7,58.56
LD000988,TX0092,2026-04-01 12:00:00,83.22,401.1,65.6,72.09
LD000989,TX0064,2026-04-01 12:00:00,225.92,400.5,59.1,56.41
LD000990,TX0006,2026-04-01 12:00:00,264.55,428.6,79.1,65.73
LD000991,TX0083,2026-04-01 12:00:00,49.0,413.2,63.3,77.23
LD000992,TX0036,2026-04-01 12:00:00,293.28,419.3,54.1,93.78
LD000993,TX0053,2026-04-01 12:00:00,66.58,404.1,80.7,70.84
LD000994,TX0032,2026-04-01 12:00:00,274.07,401.2,66.7,74.21
LD000995,TX0035,2026-04-01 12:00:00,61.5,426.6,78.5,44.05
LD000996,TX0027,2026-04-01 12:00:00,147.73,422.2,60.3,64.18
LD000997,TX0088,2026-04-01 12:00:00,358.23,422.7,83.3,77.55
LD000998,TX0049,2026-04-01 12:00:00,385.64,414.0,72.4,51.4
LD000999,TX0087,2026-04-01 12:00:00,58.84,418.8,83.2,50.01
LD001000,TX0012,2026-04-01 12:00:00,336.36,418.7,55.9,93.18
LD001001,TX0010,2026-04-01 12:00:00,256.26,429.7,69.0,41.9
LD001002,TX0058,2026-04-01 12:00:00,376.4,414.1,52.1,90.65
LD001003,TX0071,2026-04-01 12:00:00,179.65,411.8,47.0,91.17
LD001004,TX0061,2026-04-01 12:00:00,286.78,421.3,50.9,79.1
LD001005,TX0062,2026-04-01 12:00:00,70.45,420.6,74.5,43.86
LD001006,TX0071,2026-04-01 12:00:00,149.04,418.0,79.6,67.74
LD001007,TX0014,2026-04-01 12:00:00,207.21,411.7,47.5,46.86
LD001008,TX0018,2026-04-01 12:00:00,195.71,413.3,59.5,41.89
LD001009,TX0037,2026-04-01 12:00:00,319.2,407.4,66.0,81.15
LD001010,TX0021,2026-04-01 12:00:00,75.06,407.0,63.3,82.61
LD001011,TX0100,2026-04-01 12:00:00,61.39,425.9,47.5,47.01
LD001012,TX0017,2026-04-01 12:00:00,70.25,406.5,56.1,72.98
LD001013,TX0078,2026-04-01 12:00:00,41.05,425.4,63.3,91.89
LD001014,TX0038,2026-04-01 12:00:00,146.05,405.4,46.1,50.21
LD001015,TX0051,2026-04-01 12:00:00,370.38,416.3,67.5,76.92
LD001016,TX0013,2026-04-01 12:00:00,290.55,414.3,74.5,94.38
LD001017,TX0058,2026-04-01 12:00:00,161.03,422.9,53.2,62.14
LD001018,TX0008,2026-04-01 12:00:00,114.0,426.6,64.2,43.06
LD001019,TX0007,2026-04-01 12:00:00,301.9,407.6,62.3,58.94
LD001020,TX0060,2026-04-01 12:00:00,290.47,413.6,58.2,91.6
LD001021,TX0050,2026-04-01 12:00:00,256.15,405.4,73.4,62.29
LD001022,TX0076,2026-04-01 12:00:00,354.39,410.3,75.5,71.84
LD001023,TX0040,2026-04-01 12:00:00,260.56,407.4,55.4,43.39
LD001024,TX0097,2026-04-01 12:00:00,170.56,429.0,84.6,81.82
LD001025,TX0002,2026-04-01 12:00:00,304.85,413.1,64.1,81.83
LD001026,TX0017,2026-04-01 12:00:00,125.39,408.1,83.5,72.2
LD001027,TX0029,2026-04-01 12:00:00,261.54,403.1,48.5,45.71
LD001028,TX0021,2026-04-01 12:00:00,53.54,410.5,78.5,72.1
LD001029,TX0011,2026-04-01 12:00:00,193.75,427.0,68.2,40.16
LD001030,TX0096,2026-04-01 12:00:00,69.39,421.3,83.2,93.54
LD001031,TX0082,2026-04-01 12:00:00,386.92,404.2,70.9,74.7
LD001032,TX0032,2026-04-01 12:00:00,93.97,400.4,72.4,46.43
LD001033,TX0047,2026-04-01 12:00:00,149.33,418.2,70.7,40.85
LD001034,TX0055,2026-04-01 12:00:00,134.85,428.8,51.7,53.0
LD001035,TX0025,2026-04-01 12:00:00,153.2,408.5,69.4,83.68
LD001036,TX0099,2026-04-01 12:00:00,199.69,411.4,61.2,58.67
LD001037,TX0055,2026-04-01 12:00:00,135.37,424.6,73.9,85.82
LD001038,TX0011,2026-04-01 12:00:00,175.58,411.3,58.7,50.18
LD001039,TX0036,2026-04-01 12:00:00,136.02,416.1,75.0,88.02
LD001040,TX0011,2026-04-01 12:00:00,391.53,401.0,83.4,69.06
LD001041,TX0030,2026-04-01 12:00:00,143.75,420.4,49.7,84.52
LD001042,TX0008,2026-04-01 12:00:00,149.06,400.5,66.4,52.21
LD001043,TX0007,2026-04-01 12:00:00,173.33,411.1,71.0,81.2
LD001044,TX0075,2026-04-01 12:00:00,266.59,402.5,61.4,92.1
LD001045,TX0074,2026-04-01 12:00:00,389.24,401.5,77.3,60.86
LD001046,TX0083,2026-04-01 12:00:00,251.75,400.1,80.3,90.38
LD001047,TX0038,2026-04-01 12:00:00,394.38,400.6,66.5,45.57
LD001048,TX0008,2026-04-01 12:00:00,164.62,417.7,63.0,64.14
LD001049,TX0005,2026-04-01 12:00:00,371.33,400.6,74.3,53.86
LD001050,TX0077,2026-04-01 12:00:00,180.07,402.2,49.8,54.08
LD001051,TX0018,2026-04-01 12:00:00,266.33,412.3,69.1,60.7
LD001052,TX0052,2026-04-01 12:00:00,58.65,412.2,54.9,69.11
LD001053,TX0029,2026-04-01 12:00:00,41.49,407.9,83.2,57.37
LD001054,TX0069,2026-04-01 12:00:00,121.11,419.9,68.5,59.88
LD001055,TX0082,2026-04-01 12:00:00,53.92,402.0,80.5,64.68
LD001056,TX0044,2026-04-01 12:00:00,192.54,408.6,56.6,53.12
LD001057,TX0049,2026-04-01 12:00:00,200.78,420.8,65.6,84.22
LD001058,TX0045,2026-04-01 12:00:00,383.76,403.2,53.8,83.02
LD001059,TX0055,2026-04-01 12:00:00,102.38,421.3,76.2,59.59
LD001060,TX0048,2026-04-01 12:00:00,202.97,400.5,64.0,71.84
LD001061,TX0039,2026-04-01 12:00:00,150.82,421.1,50.7,47.49
LD001062,TX0093,2026-04-01 12:00:00,61.55,423.6,52.0,85.45
LD001063,TX0094,2026-04-01 12:00:00,78.44,420.9,76.1,81.67
LD001064,TX0062,2026-04-01 12:00:00,355.85,422.8,48.5,91.52
LD001065,TX0025,2026-04-01 12:00:00,183.09,424.8,64.2,83.2
LD001066,TX0084,2026-04-01 12:00:00,315.62,414.1,55.5,70.48
LD001067,TX0062,2026-04-01 12:00:00,201.54,411.0,82.0,60.55
LD001068,TX0046,2026-04-01 12:00:00,368.68,419.9,54.3,58.95
LD001069,TX0089,2026-04-01 12:00:00,292.78,417.4,51.7,42.88
LD001070,TX0097,2026-04-01 12:00:00,162.78,421.3,63.0,75.61
LD001071,TX0009,2026-04-01 12:00:00,350.59,424.5,71.9,88.12
LD001072,TX0095,2026-04-01 12:00:00,71.31,401.1,72.6,76.55
LD001073,TX0068,2026-04-01 12:00:00,67.38,417.9,70.8,59.98
LD001074,TX0034,2026-04-01 12:00:00,239.74,417.6,57.8,92.61
LD001075,TX0070,2026-04-01 12:00:00,303.27,422.4,46.0,69.89
LD001076,TX0057,2026-04-01 12:00:00,256.35,427.0,71.3,66.66
LD001077,TX0013,2026-04-01 12:00:00,278.56,406.9,81.0,47.65
LD001078,TX0016,2026-04-01 12:00:00,133.82,426.9,57.7,47.82
LD001079,TX0051,2026-04-01 12:00:00,356.05,422.6,51.1,60.84
LD001080,TX0064,2026-04-01 12:00:00,389.83,407.3,57.0,73.4
LD001081,TX0062,2026-04-01 12:00:00,179.8,419.8,67.2,50.24
LD001082,TX0011,2026-04-01 12:00:00,187.21,420.2,75.7,91.51
LD001083,TX0013,2026-04-01 12:00:00,203.36,409.8,72.2,52.83
LD001084,TX0070,2026-04-01 12:00:00,112.04,411.3,67.6,92.7
LD001085,TX0078,2026-04-01 12:00:00,90.78,402.6,80.1,61.91
LD001086,TX0049,2026-04-01 12:00:00,319.69,415.8,75.7,53.38
LD001087,TX0032,2026-04-01 12:00:00,258.28,429.4,53.0,50.48
LD001088,TX0060,2026-04-01 12:00:00,94.11,401.7,74.4,91.56
LD001089,TX0020,2026-04-01 12:00:00,218.56,418.3,55.4,71.2
LD001090,TX0029,2026-04-01 12:00:00,398.58,400.6,84.5,41.55
LD001091,TX0025,2026-04-01 12:00:00,229.57,401.3,56.3,70.68
LD001092,TX0012,2026-04-01 12:00:00,368.41,417.5,47.8,88.23
LD001093,TX0028,2026-04-01 12:00:00,340.78,421.0,70.4,47.92
LD001094,TX0023,2026-04-01 12:00:00,79.8,418.3,70.0,59.97
LD001095,TX0044,2026-04-01 12:00:00,185.66,415.1,75.4,80.37
LD001096,TX0094,2026-04-01 12:00:00,241.5,423.1,77.3,51.96
LD001097,TX0091,2026-04-01 12:00:00,273.75,405.1,83.9,92.66
LD001098,TX0053,2026-04-01 12:00:00,144.92,427.8,75.5,79.07
LD001099,TX0088,2026-04-01 12:00:00,42.77,421.4,79.1,55.05
LD001100,TX0029,2026-04-01 12:00:00,151.47,423.3,82.5,50.77
LD001101,TX0080,2026-04-01 12:00:00,243.95,401.4,55.3,93.24
LD001102,TX0068,2026-04-01 12:00:00,166.21,417.2,52.4,71.64
LD001103,TX0087,2026-04-01 12:00:00,177.07,415.2,67.0,75.95
LD001104,TX0100,2026-04-01 12:00:00,341.21,425.5,59.5,85.1
LD001105,TX0020,2026-04-01 12:00:00,190.09,423.8,46.6,56.34
LD001106,TX0065,2026-04-01 12:00:00,388.6,409.8,77.7,60.42
LD001107,TX0087,2026-04-01 12:00:00,99.05,404.3,54.0,59.86
LD001108,TX0024,2026-04-01 12:00:00,72.43,408.1,63.0,61.13
LD001109,TX0009,2026-04-01 12:00:00,116.65,426.9,75.9,88.9
LD001110,TX0012,2026-04-01 12:00:00,71.68,411.5,68.3,92.93
LD001111,TX0033,2026-04-01 12:00:00,129.79,427.9,84.2,52.68
LD001112,TX0003,2026-04-01 12:00:00,235.76,411.6,78.5,78.22
LD001113,TX0081,2026-04-01 12:00:00,133.17,429.7,78.4,86.77
LD001114,TX0066,2026-04-01 12:00:00,334.52,408.7,76.9,41.32
LD001115,TX0096,2026-04-01 12:00:00,169.15,412.6,75.0,62.47
LD001116,TX0047,2026-04-01 12:00:00,185.38,409.5,68.3,80.75
LD001117,TX0003,2026-04-01 12:00:00,71.26,429.7,76.0,43.97
LD001118,TX0069,2026-04-01 12:00:00,137.4,412.8,69.3,74.9
LD001119,TX0087,2026-04-01 12:00:00,83.37,424.3,62.2,52.63
LD001120,TX0047,2026-04-01 12:00:00,123.75,404.7,66.1,44.86
LD001121,TX0057,2026-04-01 12:00:00,277.08,402.9,66.8,43.25
LD001122,TX0057,2026-04-01 12:00:00,177.42,426.9,84.4,70.79
LD001123,TX0009,2026-04-01 12:00:00,46.88,411.9,64.4,65.41
LD001124,TX0054,2026-04-01 12:00:00,136.27,421.5,75.7,57.59
LD001125,TX0085,2026-04-01 12:00:00,353.73,412.7,68.8,82.12
LD001126,TX0078,2026-04-01 12:00:00,176.04,424.4,63.9,61.14
LD001127,TX0048,2026-04-01 12:00:00,242.62,418.4,80.4,78.92
LD001128,TX0021,2026-04-01 12:00:00,212.35,421.7,71.4,72.14
LD001129,TX0092,2026-04-01 12:00:00,390.52,422.9,78.7,84.5
LD001130,TX0078,2026-04-01 12:00:00,140.36,405.2,81.6,59.99
LD001131,TX0035,2026-04-01 12:00:00,294.55,410.6,73.0,75.83
LD001132,TX0039,2026-04-01 12:00:00,254.7,409.5,53.0,60.01
LD001133,TX0040,2026-04-01 12:00:00,263.03,418.5,79.2,71.7
LD001134,TX0047,2026-04-01 12:00:00,330.32,401.5,48.8,58.29
LD001135,TX0066,2026-04-01 12:00:00,100.06,404.8,49.9,67.1
LD001136,TX0023,2026-04-01 12:00:00,343.88,400.1,62.3,66.62
LD001137,TX0100,2026-04-01 12:00:00,77.2,411.7,47.0,41.4
LD001138,TX0036,2026-04-01 12:00:00,279.29,413.2,46.9,59.82
LD001139,TX0075,2026-04-01 12:00:00,114.58,405.4,84.7,83.56
LD001140,TX0001,2026-04-01 12:00:00,271.17,405.1,73.1,74.79
LD001141,TX0013,2026-04-01 12:00:00,81.53,412.8,76.2,74.16
LD001142,TX0100,2026-04-01 12:00:00,295.45,407.5,79.7,40.86
LD001143,TX0023,2026-04-01 12:00:00,155.88,402.2,46.6,57.97
LD001144,TX0076,2026-04-01 12:00:00,279.45,427.7,62.0,78.43
LD001145,TX0006,2026-04-01 12:00:00,237.07,426.0,79.1,61.58
LD001146,TX0014,2026-04-01 12:00:00,120.88,401.6,75.2,60.99
LD001147,TX0086,2026-04-01 12:00:00,231.4,406.2,49.9,63.94
LD001148,TX0060,2026-04-01 12:00:00,97.25,421.2,82.5,43.18
LD001149,TX0054,2026-04-01 12:00:00,397.23,402.0,78.4,55.64
LD001150,TX0037,2026-04-01 12:00:00,254.69,427.6,61.0,50.65
LD001151,TX0095,2026-04-01 12:00:00,223.84,400.4,82.4,54.51
LD001152,TX0024,2026-04-01 12:00:00,370.68,416.1,77.3,54.75
LD001153,TX0070,2026-04-01 12:00:00,148.08,412.0,50.7,71.1
LD001154,TX0068,2026-04-01 12:00:00,122.15,414.3,60.1,57.56
LD001155,TX0052,2026-04-01 12:00:00,269.15,421.7,60.5,91.33
LD001156,TX0040,2026-04-01 12:00:00,366.71,400.8,82.4,59.14
LD001157,TX0039,2026-04-01 12:00:00,273.95,418.7,63.6,53.24
LD001158,TX0034,2026-04-01 12:00:00,47.85,425.1,65.4,87.08
LD001159,TX0085,2026-04-01 12:00:00,350.54,421.1,51.5,87.32
LD001160,TX0029,2026-04-01 12:00:00,147.05,411.0,55.6,76.08
LD001161,TX0034,2026-04-01 12:00:00,352.89,405.5,56.2,53.73
LD001162,TX0090,2026-04-01 12:00:00,393.36,421.4,78.6,51.76
LD001163,TX0041,2026-04-01 12:00:00,274.48,410.9,61.0,62.71
LD001164,TX0070,2026-04-01 12:00:00,141.04,424.0,59.7,82.33
LD001165,TX0027,2026-04-01 12:00:00,121.3,400.8,67.3,85.9
LD001166,TX0077,2026-04-01 12:00:00,293.62,400.3,55.2,84.07
LD001167,TX0061,2026-04-01 12:00:00,59.36,414.8,46.8,52.57
LD001168,TX0088,2026-04-01 12:00:00,274.06,403.5,66.9,52.92
LD001169,TX0018,2026-04-01 12:00:00,151.33,424.8,60.1,44.08
LD001170,TX0076,2026-04-01 12:00:00,40.97,402.5,63.6,41.89
LD001171,TX0065,2026-04-01 12:00:00,268.07,428.4,71.5,47.88
LD001172,TX0029,2026-04-01 12:00:00,249.5,408.5,79.8,89.86
LD001173,TX0078,2026-04-01 12:00:00,230.36,426.3,58.0,61.77
LD001174,TX0054,2026-04-01 12:00:00,129.52,408.3,80.2,74.19
LD001175,TX0073,2026-04-01 12:00:00,369.27,412.3,70.4,54.83
LD001176,TX0036,2026-04-01 12:00:00,51.55,406.3,82.6,78.24
LD001177,TX0016,2026-04-01 12:00:00,79.83,401.5,67.3,71.08
LD001178,TX0059,2026-04-01 12:00:00,179.86,417.9,75.2,40.84
LD001179,TX0038,2026-04-01 12:00:00,179.96,424.2,46.5,57.7
LD001180,TX0076,2026-04-01 12:00:00,86.08,421.9,47.3,51.97
LD001181,TX0006,2026-04-01 12:00:00,393.96,429.1,48.5,91.3
LD001182,TX0011,2026-04-01 12:00:00,395.47,427.2,79.7,41.71
LD001183,TX0085,2026-04-01 12:00:00,318.35,404.2,51.8,78.5
LD001184,TX0019,2026-04-01 12:00:00,149.54,418.8,52.8,48.41
LD001185,TX0035,2026-04-01 12:00:00,162.8,414.2,47.5,48.26
LD001186,TX0006,2026-04-01 12:00:00,361.07,405.6,79.6,45.01
LD001187,TX0086,2026-04-01 12:00:00,42.68,422.6,48.5,88.81
LD001188,TX0064,2026-04-01 12:00:00,95.98,414.5,72.2,93.33
LD001189,TX0088,2026-04-01 12:00:00,140.47,421.0,59.3,73.92
LD001190,TX0029,2026-04-01 12:00:00,399.51,401.8,56.6,93.79
LD001191,TX0087,2026-04-01 12:00:00,56.32,403.4,77.8,92.1
LD001192,TX0028,2026-04-01 12:00:00,273.48,413.3,59.4,92.56
LD001193,TX0083,2026-04-01 12:00:00,331.44,400.6,46.1,66.56
LD001194,TX0049,2026-04-01 12:00:00,77.51,405.7,53.1,43.07
LD001195,TX0045,2026-04-01 12:00:00,84.58,425.1,62.0,82.5
LD001196,TX0006,2026-04-01 12:00:00,141.05,414.1,49.3,84.65
LD001197,TX0085,2026-04-01 12:00:00,251.56,421.5,49.2,51.17
LD001198,TX0025,2026-04-01 12:00:00,128.49,404.9,53.4,81.26
LD001199,TX0005,2026-04-01 12:00:00,221.91,411.5,66.6,79.18
LD001200,TX0040,2026-04-01 12:00:00,107.91,424.6,73.3,88.34
LD001201,TX0084,2026-04-01 12:00:00,310.53,401.3,71.5,83.32
LD001202,TX0062,2026-04-01 12:00:00,185.66,409.5,45.2,49.12
LD001203,TX0051,2026-04-01 12:00:00,115.0,415.3,62.9,47.86
LD001204,TX0087,2026-04-01 12:00:00,327.03,418.7,62.5,59.07
LD001205,TX0003,2026-04-01 12:00:00,126.49,404.4,54.0,79.56
LD001206,TX0076,2026-04-01 12:00:00,227.01,427.8,68.8,75.66
LD001207,TX0036,2026-04-01 12:00:00,53.15,422.1,55.3,48.47
LD001208,TX0019,2026-04-01 12:00:00,151.76,401.9,84.6,69.81
LD001209,TX0002,2026-04-01 12:00:00,102.33,413.4,72.8,53.16
LD001210,TX0021,2026-04-01 12:00:00,132.05,426.7,81.7,93.28
LD001211,TX0093,2026-04-01 12:00:00,394.94,427.0,47.4,55.6
LD001212,TX0078,2026-04-01 12:00:00,173.24,426.4,60.2,93.51
LD001213,TX0019,2026-04-01 12:00:00,93.66,403.6,48.3,48.76
LD001214,TX0071,2026-04-01 12:00:00,395.56,415.0,70.3,46.93
LD001215,TX0089,2026-04-01 12:00:00,147.99,413.6,50.9,56.2
LD001216,TX0007,2026-04-01 12:00:00,307.05,412.6,56.4,68.25
LD001217,TX0023,2026-04-01 12:00:00,358.67,411.4,65.3,84.81
LD001218,TX0069,2026-04-01 12:00:00,166.87,425.8,82.9,94.99
LD001219,TX0021,2026-04-01 12:00:00,272.24,423.8,82.6,65.44
